date,state,district,pincode,demo_age_5_17,demo_age_17_
19-09-2025,Manipur,Thoubal,795103,5,18
19-09-2025,Manipur,Thoubal,795149,7,63
19-09-2025,Manipur,Ukhrul,795145,4,11
19-09-2025,Meghalaya,East Khasi Hills,793007,0,1
19-09-2025,Meghalaya,East Khasi Hills,793106,1,9
19-09-2025,Meghalaya,East Khasi Hills,793109,1,2
19-09-2025,Meghalaya,North Garo Hills,794108,3,12
19-09-2025,Meghalaya,Ri Bhoi,793101,0,5
19-09-2025,Meghalaya,Ri Bhoi,793102,7,39
19-09-2025,Meghalaya,Ri Bhoi,793122,1,2
19-09-2025,Meghalaya,South West Garo Hills,794105,1,27
19-09-2025,Meghalaya,West Garo Hills,794105,0,5
19-09-2025,Meghalaya,West Jaintia Hills,793161,1,1
19-09-2025,Mizoram,Aizawl,796001,5,23
19-09-2025,Mizoram,Aizawl,796025,0,1
19-09-2025,Mizoram,Aizawl,796036,1,1
19-09-2025,Mizoram,Champhai,796321,2,21
19-09-2025,Mizoram,Champhai,796370,0,0
19-09-2025,Mizoram,Hnahthial,796571,0,1
19-09-2025,Mizoram,Lawngtlai,796891,2,10
19-09-2025,Mizoram,Mamit,796431,4,15
19-09-2025,Mizoram,Saiha,796911,1,6
19-09-2025,Nagaland,Chumukedima,797103,0,4
19-09-2025,Nagaland,Dimapur,797103,2,8
19-09-2025,Nagaland,Dimapur,797112,3,24
19-09-2025,Nagaland,Mokokchung,798601,1,15
19-09-2025,Nagaland,Mokokchung,798614,0,2
19-09-2025,Nagaland,Mon,798602,3,2
19-09-2025,Nagaland,Peren,797110,3,15
19-09-2025,Nagaland,Peren,797112,0,1
19-09-2025,Nagaland,Phek,797108,0,2
19-09-2025,Nagaland,Shamator,798628,0,2
19-09-2025,Nagaland,Zunheboto,797109,0,1
19-09-2025,ODISHA,NUAPADA,766107,0,1
19-09-2025,Odisha,Angul,759022,0,3
19-09-2025,Odisha,Angul,759040,0,1
19-09-2025,Odisha,Anugul,759105,0,1
19-09-2025,Odisha,Balangir,767025,5,24
19-09-2025,Odisha,Balangir,767037,2,13
19-09-2025,Odisha,Balangir,767038,2,14
19-09-2025,Odisha,Balangir,767046,1,8
19-09-2025,Odisha,Baleshwar,756022,0,1
19-09-2025,Odisha,Baleshwar,756033,0,5
19-09-2025,Odisha,Baleshwar,756040,0,8
19-09-2025,Odisha,Baleshwar,756042,0,3
19-09-2025,Odisha,Baleshwar,756043,1,2
19-09-2025,Odisha,Baleshwar,756047,0,5
19-09-2025,Odisha,Baleshwar,756053,0,1
19-09-2025,Odisha,Baleshwar,756123,1,0
19-09-2025,Odisha,Baleswar,756001,0,4
19-09-2025,Odisha,Baleswar,756003,2,11
19-09-2025,Odisha,Baleswar,756018,0,1
19-09-2025,Odisha,Baleswar,756020,1,2
19-09-2025,Odisha,Baleswar,756024,1,4
19-09-2025,Odisha,Baleswar,756027,2,8
19-09-2025,Odisha,Baleswar,756029,2,11
19-09-2025,Odisha,Baleswar,756041,1,5
19-09-2025,Odisha,Baleswar,756081,1,1
19-09-2025,Odisha,Baleswar,756084,1,0
19-09-2025,Odisha,Bargarh,768029,1,25
19-09-2025,Odisha,Bargarh,768031,1,3
19-09-2025,Odisha,Bargarh,768035,1,3
19-09-2025,Odisha,Bargarh,768042,0,13
19-09-2025,Odisha,Bargarh,768052,0,9
19-09-2025,Odisha,Bargarh,768102,1,13
19-09-2025,Odisha,Baudh,762018,0,7
19-09-2025,Odisha,Bhadrak,756115,1,7
19-09-2025,Odisha,Bhadrak,756117,4,23
19-09-2025,Odisha,Bhadrak,756130,2,23
19-09-2025,Odisha,Bhadrak,756135,0,3
19-09-2025,Odisha,Bhadrak,756137,2,2
19-09-2025,Odisha,Bhadrak,756162,0,1
19-09-2025,Odisha,Boudh,762012,0,1
19-09-2025,Odisha,Boudh,762013,0,5
19-09-2025,Odisha,Cuttack,753003,0,4
19-09-2025,Odisha,Cuttack,753012,0,1
19-09-2025,Odisha,Cuttack,753013,0,1
19-09-2025,Odisha,Cuttack,754001,0,11
19-09-2025,Odisha,Cuttack,754003,0,1
19-09-2025,Odisha,Cuttack,754130,1,6
19-09-2025,Odisha,Cuttack,754134,0,4
19-09-2025,Odisha,Cuttack,754207,2,11
19-09-2025,Odisha,Cuttack,754209,0,31
19-09-2025,Odisha,Cuttack,754221,1,7
19-09-2025,Odisha,Debagarh,768107,0,2
19-09-2025,Odisha,Dhenkanal,759014,0,5
19-09-2025,Odisha,Dhenkanal,759016,3,46
19-09-2025,Odisha,Dhenkanal,759021,2,17
19-09-2025,Odisha,Dhenkanal,759023,0,8
19-09-2025,Odisha,Dhenkanal,759121,0,6
19-09-2025,Odisha,Gajapati,761210,0,5
19-09-2025,Odisha,Gajapati,761213,2,10
19-09-2025,Odisha,Gajapati,761217,0,27
19-09-2025,Odisha,Ganjam,760002,1,12
19-09-2025,Odisha,Ganjam,760005,0,1
19-09-2025,Odisha,Ganjam,760008,0,7
19-09-2025,Odisha,Ganjam,761002,1,2
19-09-2025,Odisha,Ganjam,761013,2,12
19-09-2025,Odisha,Ganjam,761026,1,7
19-09-2025,Odisha,Ganjam,761028,1,17
19-09-2025,Odisha,Ganjam,761031,1,8
19-09-2025,Odisha,Ganjam,761035,0,13
19-09-2025,Odisha,Ganjam,761041,0,5
19-09-2025,Odisha,Ganjam,761054,3,13
19-09-2025,Odisha,Ganjam,761055,1,4
19-09-2025,Odisha,Ganjam,761103,1,5
19-09-2025,Odisha,Ganjam,761104,1,18
19-09-2025,Odisha,Ganjam,761106,3,22
19-09-2025,Odisha,Ganjam,761117,1,13
19-09-2025,Odisha,Ganjam,761121,0,14
19-09-2025,Odisha,Ganjam,761124,1,5
19-09-2025,Odisha,Ganjam,761140,1,5
19-09-2025,Odisha,Ganjam,761209,0,14
19-09-2025,Odisha,JAJPUR,754205,1,6
19-09-2025,Odisha,JAJPUR,754214,0,2
19-09-2025,Odisha,JAJPUR,754292,0,2
19-09-2025,Odisha,JAJPUR,755006,1,2
19-09-2025,Odisha,JAJPUR,755017,0,4
19-09-2025,Odisha,JAJPUR,755022,0,1
19-09-2025,Odisha,JAJPUR,755023,0,2
19-09-2025,Odisha,JAJPUR,755027,0,3
19-09-2025,Odisha,JAJPUR,755044,0,2
19-09-2025,Odisha,Jagatsinghapur,754109,0,4
19-09-2025,Odisha,Jagatsinghapur,754130,0,2
19-09-2025,Odisha,Jagatsinghapur,754135,1,3
19-09-2025,Odisha,Jagatsinghapur,754140,1,3
19-09-2025,Odisha,Jagatsinghpur,754102,0,7
19-09-2025,Odisha,Jagatsinghpur,754141,0,19
19-09-2025,Odisha,Jagatsinghpur,754160,0,2
19-09-2025,Odisha,Jajapur,754205,1,6
19-09-2025,Odisha,Jajapur,755008,0,7
19-09-2025,Odisha,Jajapur,755009,0,6
19-09-2025,Odisha,Jajapur,755011,1,5
19-09-2025,Odisha,Jajapur,755014,1,3
19-09-2025,Odisha,Jajapur,755022,2,9
19-09-2025,Odisha,Jajapur,755024,0,5
19-09-2025,Odisha,Jajapur,755026,4,20
19-09-2025,Odisha,Jajapur,755028,0,2
19-09-2025,Odisha,Jajapur,755043,1,3
19-09-2025,Odisha,Jharsuguda,768211,0,9
19-09-2025,Odisha,Jharsuguda,768215,0,6
19-09-2025,Odisha,Jharsuguda,768233,0,2
19-09-2025,Odisha,Jharsuguda,768234,1,6
19-09-2025,Odisha,Kalahandi,766014,2,24
19-09-2025,Odisha,Kalahandi,766020,5,14
19-09-2025,Odisha,Kalahandi,766100,3,12
19-09-2025,Odisha,Kandhamal,761108,1,0
19-09-2025,Odisha,Kandhamal,762019,1,6
19-09-2025,Odisha,Kandhamal,762028,1,13
19-09-2025,Odisha,Kandhamal,762110,2,11
19-09-2025,Odisha,Kendrapara,754141,0,4
19-09-2025,Odisha,Kendrapara,754207,0,2
19-09-2025,Odisha,Kendrapara,754208,0,17
19-09-2025,Odisha,Kendrapara,754210,0,4
19-09-2025,Odisha,Kendrapara,754211,5,33
19-09-2025,Odisha,Kendrapara,754213,0,15
19-09-2025,Odisha,Kendrapara,754215,1,30
19-09-2025,Odisha,Kendrapara,754219,1,5
19-09-2025,Odisha,Kendrapara,754223,0,9
19-09-2025,Odisha,Kendrapara,754224,2,24
19-09-2025,Odisha,Kendrapara,754227,1,7
19-09-2025,Odisha,Kendujhar,756121,2,10
19-09-2025,Odisha,Kendujhar,758002,1,6
19-09-2025,Odisha,Kendujhar,758021,3,26
19-09-2025,Odisha,Kendujhar,758025,1,11
19-09-2025,Odisha,Kendujhar,758032,3,15
19-09-2025,Odisha,Kendujhar,758045,0,11
19-09-2025,Odisha,Kendujhar,758047,1,11
19-09-2025,Odisha,Kendujhar,758076,3,20
19-09-2025,Odisha,Kendujhar,758081,3,17
19-09-2025,Odisha,Khorda,751004,1,0
19-09-2025,Odisha,Khorda,751010,1,2
19-09-2025,Odisha,Khorda,751012,1,3
19-09-2025,Odisha,Khorda,751015,0,1
19-09-2025,Odisha,Khorda,752021,1,13
19-09-2025,Odisha,Khorda,752027,2,10
19-09-2025,Odisha,Khorda,752060,0,3
19-09-2025,Odisha,Khorda,752061,0,6
19-09-2025,Odisha,Khorda,752115,1,2
19-09-2025,Odisha,Khordha,752035,1,1
19-09-2025,Odisha,Khordha,752056,0,2
19-09-2025,Odisha,Koraput,763008,1,4
19-09-2025,Odisha,Koraput,764056,1,37
19-09-2025,Odisha,Malkangiri,764045,5,49
19-09-2025,Odisha,Malkangiri,764046,1,2
19-09-2025,Odisha,Mayurbhanj,757018,1,11
19-09-2025,Odisha,Mayurbhanj,757023,0,8
19-09-2025,Odisha,Mayurbhanj,757050,2,35
19-09-2025,Odisha,Mayurbhanj,757053,2,38
19-09-2025,Odisha,Mayurbhanj,757073,2,7
19-09-2025,Odisha,Mayurbhanj,757086,4,6
19-09-2025,Odisha,Mayurbhanj,757093,0,2
19-09-2025,Odisha,Mayurbhanj,757101,0,5
19-09-2025,Odisha,Nabarangapur,764059,1,30
19-09-2025,Odisha,Nabarangapur,764061,3,24
19-09-2025,Odisha,Nabarangapur,764070,3,23
19-09-2025,Odisha,Nayagarh,752079,0,5
19-09-2025,Odisha,Nayagarh,752080,1,7
19-09-2025,Odisha,Nayagarh,752083,1,4
19-09-2025,Odisha,Nuapada,766111,1,36
19-09-2025,Odisha,Puri,752014,3,5
19-09-2025,Odisha,Puri,752017,1,10
19-09-2025,Odisha,Puri,752121,1,6
19-09-2025,Odisha,Rayagada,765002,3,11
19-09-2025,Odisha,Rayagada,765015,4,70
19-09-2025,Odisha,Sambalpur,768001,1,11
19-09-2025,Odisha,Sambalpur,768003,0,4
19-09-2025,Odisha,Sambalpur,768005,2,30
19-09-2025,Odisha,Sambalpur,768105,3,36
19-09-2025,Odisha,Sambalpur,768212,1,11
19-09-2025,Odisha,Sambalpur,768228,0,28
19-09-2025,Odisha,Sonapur,767020,0,5
19-09-2025,Odisha,Subarnapur,767068,0,2
19-09-2025,Odisha,Sundargarh,769002,0,2
19-09-2025,Odisha,Sundargarh,769012,0,2
19-09-2025,Odisha,Sundargarh,770002,0,3
19-09-2025,Odisha,Sundargarh,770013,0,2
19-09-2025,Odisha,Sundargarh,770016,0,8
19-09-2025,Odisha,Sundargarh,770018,0,9
19-09-2025,Odisha,Sundargarh,770019,0,3
19-09-2025,Odisha,Sundargarh,770023,0,1
19-09-2025,Odisha,Sundargarh,770033,0,6
19-09-2025,Odisha,Sundargarh,770073,0,1
19-09-2025,Odisha,Sundergarh,769004,1,10
19-09-2025,Odisha,Sundergarh,770031,2,11
19-09-2025,Odisha,Sundergarh,770034,0,6
19-09-2025,Odisha,Sundergarh,770035,1,12
19-09-2025,Odisha,Sundergarh,770037,4,15
19-09-2025,Odisha,Sundergarh,770042,0,1
19-09-2025,Odisha,Sundergarh,770048,1,12
19-09-2025,Odisha,Sundergarh,770074,0,2
19-09-2025,Odisha,Sundergarh,770076,1,1
19-09-2025,Orissa,Balangir,767020,0,4
19-09-2025,Orissa,Balangir,767021,0,2
19-09-2025,Orissa,Balangir,767022,0,1
19-09-2025,Orissa,Balangir,767066,0,4
19-09-2025,Orissa,Baleshwar,756003,0,1
19-09-2025,Orissa,Baleshwar,756020,0,1
19-09-2025,Orissa,Baleshwar,756021,1,1
19-09-2025,Orissa,Baleshwar,756026,0,1
19-09-2025,Orissa,Baleshwar,756036,1,3
19-09-2025,Orissa,Bargarh,768030,0,3
19-09-2025,Orissa,Bargarh,768111,0,3
19-09-2025,Orissa,Bhadrak,756112,0,1
19-09-2025,Orissa,Bhadrak,756113,0,1
19-09-2025,Orissa,Bhadrak,756128,0,2
19-09-2025,Orissa,Bhadrak,756129,0,3
19-09-2025,Orissa,Cuttack,753002,0,1
19-09-2025,Orissa,Cuttack,753004,0,2
19-09-2025,Orissa,Cuttack,754009,0,1
19-09-2025,Orissa,Cuttack,754105,0,2
19-09-2025,Orissa,Ganjam,760001,0,5
19-09-2025,Orissa,Ganjam,760009,0,3
19-09-2025,Orissa,Ganjam,760010,0,1
19-09-2025,Orissa,Ganjam,761003,0,1
19-09-2025,Orissa,Ganjam,761012,0,1
19-09-2025,Orissa,Ganjam,761116,0,5
19-09-2025,Orissa,Ganjam,761118,1,2
19-09-2025,Orissa,Ganjam,761119,0,1
19-09-2025,Orissa,Kalahandi,766102,0,1
19-09-2025,Orissa,Khordha,751003,0,8
19-09-2025,Orissa,Khordha,751015,0,1
19-09-2025,Orissa,Khordha,751022,0,1
19-09-2025,Orissa,Khordha,752034,0,1
19-09-2025,Orissa,Khordha,752050,0,3
19-09-2025,Orissa,Khordha,752055,0,1
19-09-2025,Orissa,Koraput,764039,0,1
19-09-2025,Orissa,Nayagarh,752026,0,1
19-09-2025,Orissa,Puri,752014,0,4
19-09-2025,Orissa,Puri,754004,1,1
19-09-2025,Orissa,Rayagada,765001,0,6
19-09-2025,Orissa,Sundargarh,769015,0,1
19-09-2025,Pondicherry,Karaikal,609606,0,1
19-09-2025,Pondicherry,Pondicherry,605005,0,3
19-09-2025,Pondicherry,Pondicherry,605013,1,4
19-09-2025,Pondicherry,Pondicherry,605106,2,2
19-09-2025,Pondicherry,Pondicherry,605501,0,2
19-09-2025,Pondicherry,Pondicherry,673310,1,2
19-09-2025,Puducherry,Karaikal,609603,2,0
19-09-2025,Puducherry,Karaikal,609604,3,4
19-09-2025,Puducherry,Puducherry,605005,0,14
19-09-2025,Puducherry,Puducherry,605006,0,1
19-09-2025,Puducherry,Puducherry,605102,1,3
19-09-2025,Puducherry,Puducherry,605501,0,3
19-09-2025,Punjab,Amritsar,143022,0,22
19-09-2025,Punjab,Amritsar,143101,1,14
19-09-2025,Punjab,Amritsar,143112,0,3
19-09-2025,Punjab,Amritsar,143114,0,10
19-09-2025,Punjab,Amritsar,143115,0,8
19-09-2025,Punjab,Amritsar,143203,0,5
19-09-2025,Punjab,Amritsar,143204,0,3
19-09-2025,Punjab,Amritsar,143302,0,1
19-09-2025,Punjab,Amritsar,143504,0,4
19-09-2025,Punjab,Barnala,148100,0,8
19-09-2025,Punjab,Barnala,148105,0,18
19-09-2025,Punjab,Barnala,148107,2,10
19-09-2025,Punjab,Bathinda,148109,1,4
19-09-2025,Punjab,Bathinda,151102,0,22
19-09-2025,Punjab,Bathinda,151106,1,8
19-09-2025,Punjab,Bathinda,151206,1,10
19-09-2025,Punjab,Bathinda,151301,0,20
19-09-2025,Punjab,Bathinda,151302,2,13
19-09-2025,Punjab,Faridkot,151207,1,6
19-09-2025,Punjab,Fatehgarh Sahib,140101,0,1
19-09-2025,Punjab,Fatehgarh Sahib,140405,0,3
19-09-2025,Punjab,Fatehgarh Sahib,140406,4,28
19-09-2025,Punjab,Fazilka,152117,4,10
19-09-2025,Punjab,Fazilka,152132,2,11
19-09-2025,Punjab,Ferozepur,152005,0,3
19-09-2025,Punjab,Ferozepur,152021,0,9
19-09-2025,Punjab,Firozpur,142044,0,2
19-09-2025,Punjab,Firozpur,142050,0,3
19-09-2025,Punjab,Firozpur,142052,0,1
19-09-2025,Punjab,Firozpur,152023,0,5
19-09-2025,Punjab,Firozpur,152116,0,13
19-09-2025,Punjab,Firozpur,152117,0,4
19-09-2025,Punjab,Gurdaspur,143505,5,79
19-09-2025,Punjab,Gurdaspur,143513,0,7
19-09-2025,Punjab,Gurdaspur,143516,1,14
19-09-2025,Punjab,Gurdaspur,143519,0,19
19-09-2025,Punjab,Gurdaspur,143532,1,9
19-09-2025,Punjab,Gurdaspur,143533,0,6
19-09-2025,Punjab,Gurdaspur,145022,0,3
19-09-2025,Punjab,Hoshiarpur,144204,2,5
19-09-2025,Punjab,Hoshiarpur,144207,0,8
19-09-2025,Punjab,Hoshiarpur,144212,0,3
19-09-2025,Punjab,Hoshiarpur,144306,0,15
19-09-2025,Punjab,Hoshiarpur,144520,0,2
19-09-2025,Punjab,Hoshiarpur,144527,0,12
19-09-2025,Punjab,Hoshiarpur,144531,0,1
19-09-2025,Punjab,Hoshiarpur,146108,3,2
19-09-2025,Punjab,Hoshiarpur,146114,0,1
19-09-2025,Punjab,Jalandhar,144008,1,21
19-09-2025,Punjab,Jalandhar,144009,0,16
19-09-2025,Punjab,Jalandhar,144012,1,9
19-09-2025,Punjab,Jalandhar,144014,0,5
19-09-2025,Punjab,Jalandhar,144025,1,4
19-09-2025,Punjab,Jalandhar,144030,0,2
19-09-2025,Punjab,Jalandhar,144036,0,3
19-09-2025,Punjab,Jalandhar,144101,0,4
19-09-2025,Punjab,Jalandhar,144201,1,16
19-09-2025,Punjab,Jalandhar,144303,0,4
19-09-2025,Punjab,Jalandhar,144630,0,10
19-09-2025,Punjab,Jalandhar,144702,3,16
19-09-2025,Punjab,Kapurthala,144033,0,1
19-09-2025,Punjab,Kapurthala,144407,0,1
19-09-2025,Punjab,Kapurthala,144629,0,5
19-09-2025,Punjab,Kapurthala,144631,0,4
19-09-2025,Punjab,Kapurthala,144632,0,1
19-09-2025,Punjab,Kapurthala,144803,0,2
19-09-2025,Punjab,Ludhiana,141001,4,55
19-09-2025,Punjab,Ludhiana,141013,0,33
19-09-2025,Punjab,Ludhiana,141114,1,13
19-09-2025,Punjab,Ludhiana,141115,0,25
19-09-2025,Punjab,Ludhiana,141116,5,24
19-09-2025,Punjab,Ludhiana,141126,0,7
19-09-2025,Punjab,Ludhiana,141205,0,3
19-09-2025,Punjab,Ludhiana,141206,0,3
19-09-2025,Punjab,Ludhiana,141411,0,1
19-09-2025,Punjab,Ludhiana,141419,1,6
19-09-2025,Punjab,Ludhiana,142022,1,5
19-09-2025,Punjab,Ludhiana,142024,0,2
19-09-2025,Punjab,Ludhiana,142026,0,25
19-09-2025,Punjab,Ludhiana,142028,0,2
19-09-2025,Punjab,Ludhiana,142035,2,6
19-09-2025,Punjab,Malerkotla,148018,0,4
19-09-2025,Punjab,Malerkotla,148022,0,9
19-09-2025,Punjab,Mansa,148109,1,5
19-09-2025,Punjab,Mansa,151504,2,19
19-09-2025,Punjab,Moga,142043,0,13
19-09-2025,Punjab,Moga,142045,0,9
19-09-2025,Punjab,Moga,142048,3,19
19-09-2025,Punjab,Moga,142054,0,2
19-09-2025,Punjab,Moga,151208,0,5
19-09-2025,Punjab,Muktsar,152031,0,7
19-09-2025,Punjab,Nawanshahr,144512,0,1
19-09-2025,Punjab,Nawanshahr,144516,0,2
19-09-2025,Punjab,Pathankot,145029,2,5
19-09-2025,Punjab,Patiala,140401,2,34
19-09-2025,Punjab,Patiala,140417,2,7
19-09-2025,Punjab,Patiala,140602,1,5
19-09-2025,Punjab,Patiala,140702,1,12
19-09-2025,Punjab,Patiala,147001,10,123
19-09-2025,Punjab,Patiala,147003,0,2
19-09-2025,Punjab,Patiala,147105,3,31
19-09-2025,Punjab,Rupnagar,140001,0,16
19-09-2025,Punjab,Rupnagar,140103,0,1
19-09-2025,Punjab,Rupnagar,140112,0,5
19-09-2025,Punjab,Rupnagar,140115,0,3
19-09-2025,Punjab,Rupnagar,140117,0,8
19-09-2025,Punjab,Rupnagar,140133,2,4
19-09-2025,Punjab,Rupnagar,140413,0,1
19-09-2025,Punjab,S.A.S Nagar(Mohali),140201,0,1
19-09-2025,Punjab,S.A.S Nagar(Mohali),140301,0,6
19-09-2025,Punjab,S.A.S Nagar(Mohali),140308,0,2
19-09-2025,Punjab,S.A.S Nagar(Mohali),140603,0,2
19-09-2025,Punjab,S.A.S Nagar(Mohali),160055,0,3
19-09-2025,Punjab,S.A.S Nagar(Mohali),160059,0,2
19-09-2025,Punjab,SAS Nagar (Mohali),140110,0,3
19-09-2025,Punjab,SAS Nagar (Mohali),140306,5,14
19-09-2025,Punjab,SAS Nagar (Mohali),140307,0,11
19-09-2025,Punjab,Sangrur,148020,1,5
19-09-2025,Punjab,Sangrur,148022,0,4
19-09-2025,Punjab,Sangrur,148024,5,37
19-09-2025,Punjab,Sangrur,148026,1,13
19-09-2025,Punjab,Sangrur,148031,4,36
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144504,0,1
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144507,0,1
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144509,0,1
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144511,1,1
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144518,0,1
19-09-2025,Punjab,Shaheed Bhagat Singh Nagar,144522,1,12
19-09-2025,Punjab,Sri Muktsar Sahib,151202,2,2
19-09-2025,Punjab,Sri Muktsar Sahib,151210,0,10
19-09-2025,Punjab,Sri Muktsar Sahib,152101,3,14
19-09-2025,Punjab,Sri Muktsar Sahib,152114,0,7
19-09-2025,Punjab,Sri Muktsar Sahib,152115,0,3
19-09-2025,Punjab,Tarn Taran,143112,0,3
19-09-2025,Punjab,Tarn Taran,143304,1,18
19-09-2025,Punjab,Tarn Taran,143406,0,10
19-09-2025,Punjab,Tarn Taran,143408,0,11
19-09-2025,Punjab,Tarn Taran,143409,1,9
19-09-2025,Rajasthan,Ajmer,305004,0,8
19-09-2025,Rajasthan,Ajmer,305024,1,2
19-09-2025,Rajasthan,Ajmer,305205,0,2
19-09-2025,Rajasthan,Ajmer,305206,1,8
19-09-2025,Rajasthan,Ajmer,305401,3,2
19-09-2025,Rajasthan,Ajmer,305404,0,16
19-09-2025,Rajasthan,Ajmer,305801,6,51
19-09-2025,Rajasthan,Ajmer,305802,0,3
19-09-2025,Rajasthan,Ajmer,305814,5,9
19-09-2025,Rajasthan,Ajmer,305925,1,4
19-09-2025,Rajasthan,Alwar,301001,9,99
19-09-2025,Rajasthan,Alwar,301002,0,1
19-09-2025,Rajasthan,Alwar,301018,0,3
19-09-2025,Rajasthan,Alwar,301024,5,20
19-09-2025,Rajasthan,Alwar,301025,4,11
19-09-2025,Rajasthan,Alwar,301401,3,6
19-09-2025,Rajasthan,Alwar,301402,9,47
19-09-2025,Rajasthan,Alwar,301415,1,0
19-09-2025,Rajasthan,Alwar,301705,0,7
19-09-2025,Rajasthan,Alwar,321605,7,15
19-09-2025,Rajasthan,Alwar,321607,2,8
19-09-2025,Rajasthan,Banswara,327022,1,21
19-09-2025,Rajasthan,Banswara,327026,0,4
