date,state,district,pincode,bio_age_5_17,bio_age_17_
08-12-2025,Uttarakhand,Champawat,262527,9,1
08-12-2025,Uttarakhand,Dehradun,248008,12,9
08-12-2025,Uttarakhand,Dehradun,248124,2,0
08-12-2025,Uttarakhand,Dehradun,248140,14,18
08-12-2025,Uttarakhand,Dehradun,248158,9,5
08-12-2025,Uttarakhand,Dehradun,248197,67,19
08-12-2025,Uttarakhand,Hardwar,247664,0,1
08-12-2025,Uttarakhand,Hardwar,249404,2,0
08-12-2025,Uttarakhand,Haridwar,247656,91,20
08-12-2025,Uttarakhand,Haridwar,247662,42,8
08-12-2025,Uttarakhand,Haridwar,247667,219,67
08-12-2025,Uttarakhand,Haridwar,247670,23,3
08-12-2025,Uttarakhand,Haridwar,249401,42,18
08-12-2025,Uttarakhand,Nainital,244716,2,1
08-12-2025,Uttarakhand,Nainital,263135,11,5
08-12-2025,Uttarakhand,Pauri Garhwal,246001,4,5
08-12-2025,Uttarakhand,Pauri Garhwal,246113,1,0
08-12-2025,Uttarakhand,Pauri Garhwal,246121,13,6
08-12-2025,Uttarakhand,Pauri Garhwal,246125,3,2
08-12-2025,Uttarakhand,Pauri Garhwal,246127,4,1
08-12-2025,Uttarakhand,Pauri Garhwal,246129,1,0
08-12-2025,Uttarakhand,Pauri Garhwal,246131,2,1
08-12-2025,Uttarakhand,Pauri Garhwal,246159,1,0
08-12-2025,Uttarakhand,Pauri Garhwal,246162,1,2
08-12-2025,Uttarakhand,Pauri Garhwal,246164,3,1
08-12-2025,Uttarakhand,Pauri Garhwal,246169,1,2
08-12-2025,Uttarakhand,Pauri Garhwal,246177,1,4
08-12-2025,Uttarakhand,Pauri Garhwal,246285,39,11
08-12-2025,Uttarakhand,Pauri Garhwal,249304,0,6
08-12-2025,Uttarakhand,Pithoragarh,262532,19,2
08-12-2025,Uttarakhand,Pithoragarh,262541,6,3
08-12-2025,Uttarakhand,Rudraprayag,246171,17,19
08-12-2025,Uttarakhand,Rudraprayag,246429,6,1
08-12-2025,Uttarakhand,Rudraprayag,246442,14,5
08-12-2025,Uttarakhand,Rudraprayag,246471,0,1
08-12-2025,Uttarakhand,Rudraprayag,246475,11,11
08-12-2025,Uttarakhand,Rudraprayag,246495,2,1
08-12-2025,Uttarakhand,Tehri Garhwal,249122,22,29
08-12-2025,Uttarakhand,Tehri Garhwal,249131,6,6
08-12-2025,Uttarakhand,Tehri Garhwal,249137,8,10
08-12-2025,Uttarakhand,Tehri Garhwal,249145,9,15
08-12-2025,Uttarakhand,Tehri Garhwal,249165,30,11
08-12-2025,Uttarakhand,Udham Singh Nagar,244712,57,21
08-12-2025,Uttarakhand,Udham Singh Nagar,263153,179,55
08-12-2025,Uttarakhand,Uttarkashi,249135,7,0
08-12-2025,West Bangal,Hooghly,712104,0,1
08-12-2025,West Bengal,Alipurduar,735211,5,0
08-12-2025,West Bengal,Alipurduar,735220,0,4
08-12-2025,West Bengal,Alipurduar,736202,3,0
08-12-2025,West Bengal,Bankura,721504,0,1
08-12-2025,West Bengal,Bankura,722111,0,1
08-12-2025,West Bengal,Bankura,722112,1,3
08-12-2025,West Bengal,Bankura,722145,2,4
08-12-2025,West Bengal,Bankura,722148,2,3
08-12-2025,West Bengal,Bankura,722151,5,12
08-12-2025,West Bengal,Bankura,722152,10,13
08-12-2025,West Bengal,Bankura,722172,0,1
08-12-2025,West Bengal,Bankura,722173,2,3
08-12-2025,West Bengal,Bankura,722175,1,1
08-12-2025,West Bengal,Bankura,722177,1,0
08-12-2025,West Bengal,Bankura,722181,1,2
08-12-2025,West Bengal,Bankura,722201,3,7
08-12-2025,West Bengal,Bankura,722203,6,9
08-12-2025,West Bengal,Bankura,722207,12,25
08-12-2025,West Bengal,Barddhaman,712402,0,1
08-12-2025,West Bengal,Barddhaman,713130,6,9
08-12-2025,West Bengal,Barddhaman,713140,2,2
08-12-2025,West Bengal,Barddhaman,713149,3,3
08-12-2025,West Bengal,Barddhaman,713154,1,6
08-12-2025,West Bengal,Barddhaman,713157,1,4
08-12-2025,West Bengal,Barddhaman,713158,0,1
08-12-2025,West Bengal,Barddhaman,713204,0,6
08-12-2025,West Bengal,Barddhaman,713213,6,3
08-12-2025,West Bengal,Barddhaman,713315,0,4
08-12-2025,West Bengal,Barddhaman,713340,0,2
08-12-2025,West Bengal,Barddhaman,713358,0,2
08-12-2025,West Bengal,Barddhaman,713364,0,3
08-12-2025,West Bengal,Barddhaman,713369,0,1
08-12-2025,West Bengal,Barddhaman,713376,1,0
08-12-2025,West Bengal,Barddhaman,713384,1,1
08-12-2025,West Bengal,Barddhaman,713407,2,7
08-12-2025,West Bengal,Barddhaman,713421,4,2
08-12-2025,West Bengal,Barddhaman,713423,7,10
08-12-2025,West Bengal,Barddhaman,713426,2,8
08-12-2025,West Bengal,Barddhaman,713427,2,6
08-12-2025,West Bengal,Bardhaman,713130,1,3
08-12-2025,West Bengal,Bardhaman,713146,0,7
08-12-2025,West Bengal,Bardhaman,713147,0,2
08-12-2025,West Bengal,Bardhaman,713206,0,1
08-12-2025,West Bengal,Bardhaman,713325,0,4
08-12-2025,West Bengal,Bardhaman,713343,0,4
08-12-2025,West Bengal,Bardhaman,713346,0,1
08-12-2025,West Bengal,Bardhaman,713359,0,1
08-12-2025,West Bengal,Bardhaman,713363,0,3
08-12-2025,West Bengal,Bardhaman,713385,1,0
08-12-2025,West Bengal,Bardhaman,713426,0,1
08-12-2025,West Bengal,Birbhum,731101,7,4
08-12-2025,West Bengal,Birbhum,731204,11,15
08-12-2025,West Bengal,Birbhum,731213,6,11
08-12-2025,West Bengal,Birbhum,731221,6,6
08-12-2025,West Bengal,Birbhum,731223,5,3
08-12-2025,West Bengal,Birbhum,731235,4,5
08-12-2025,West Bengal,Cooch Behar,735303,3,0
08-12-2025,West Bengal,Cooch Behar,736132,1,1
08-12-2025,West Bengal,Cooch Behar,736134,2,4
08-12-2025,West Bengal,Cooch Behar,736135,6,6
08-12-2025,West Bengal,Cooch Behar,736156,5,1
08-12-2025,West Bengal,Cooch Behar,736160,0,1
08-12-2025,West Bengal,Cooch Behar,736165,2,4
08-12-2025,West Bengal,Cooch Behar,736207,2,1
08-12-2025,West Bengal,Dakshin Dinajpur,733121,8,3
08-12-2025,West Bengal,Dakshin Dinajpur,733125,9,9
08-12-2025,West Bengal,Darjeeling,734004,3,0
08-12-2025,West Bengal,Darjeeling,734203,8,7
08-12-2025,West Bengal,Darjeeling,734217,0,1
08-12-2025,West Bengal,Darjeeling,734220,2,3
08-12-2025,West Bengal,Darjeeling,734226,0,1
08-12-2025,West Bengal,Darjeeling,734301,2,6
08-12-2025,West Bengal,Darjeeling,734427,2,3
08-12-2025,West Bengal,Darjiling,734423,0,1
08-12-2025,West Bengal,Darjiling,734426,0,1
08-12-2025,West Bengal,East Midnapore,721139,0,2
08-12-2025,West Bengal,East Midnapore,721401,1,5
08-12-2025,West Bengal,East Midnapore,721449,0,1
08-12-2025,West Bengal,East Midnapore,721455,0,1
08-12-2025,West Bengal,East Midnapore,721456,0,3
08-12-2025,West Bengal,East Midnapore,721458,3,7
08-12-2025,West Bengal,East Midnapore,721464,0,1
08-12-2025,West Bengal,East Midnapore,721656,0,2
08-12-2025,West Bengal,East Midnapore,721659,0,1
08-12-2025,West Bengal,Haora,711108,1,1
08-12-2025,West Bengal,Haora,711203,0,2
08-12-2025,West Bengal,Haora,711205,0,2
08-12-2025,West Bengal,Haora,711403,0,3
08-12-2025,West Bengal,Haora,711411,0,1
08-12-2025,West Bengal,Haora,711412,1,1
08-12-2025,West Bengal,Hooghly,712101,3,9
08-12-2025,West Bengal,Hooghly,712146,0,3
08-12-2025,West Bengal,Hooghly,712304,1,3
08-12-2025,West Bengal,Hooghly,712405,6,4
08-12-2025,West Bengal,Hooghly,712409,5,7
08-12-2025,West Bengal,Hooghly,712415,5,10
08-12-2025,West Bengal,Hooghly,712422,1,1
08-12-2025,West Bengal,Hooghly,712512,0,4
08-12-2025,West Bengal,Hooghly,712614,1,3
08-12-2025,West Bengal,Hooghly,712617,3,3
08-12-2025,West Bengal,Hooghly,712702,0,5
08-12-2025,West Bengal,Howrah,711104,4,3
08-12-2025,West Bengal,Howrah,711112,2,4
08-12-2025,West Bengal,Howrah,711113,1,0
08-12-2025,West Bengal,Howrah,711310,6,9
08-12-2025,West Bengal,Howrah,711312,7,18
08-12-2025,West Bengal,Howrah,711326,1,6
08-12-2025,West Bengal,Howrah,711411,1,1
08-12-2025,West Bengal,Hugli,712148,1,0
08-12-2025,West Bengal,Hugli,712149,0,2
08-12-2025,West Bengal,Jalpaiguri,735102,2,3
08-12-2025,West Bengal,Jalpaiguri,735122,0,6
08-12-2025,West Bengal,Jalpaiguri,735201,1,0
08-12-2025,West Bengal,Jalpaiguri,735202,1,1
08-12-2025,West Bengal,Jalpaiguri,735216,2,0
08-12-2025,West Bengal,Jalpaiguri,735217,6,9
08-12-2025,West Bengal,Jalpaiguri,735219,0,3
08-12-2025,West Bengal,Jalpaiguri,735227,0,3
08-12-2025,West Bengal,Jalpaiguri,735228,0,4
08-12-2025,West Bengal,Jalpaiguri,735302,1,5
08-12-2025,West Bengal,Jalpaiguri,736182,1,3
08-12-2025,West Bengal,Jalpaiguri,736207,1,6
08-12-2025,West Bengal,Jhargram,721125,1,0
08-12-2025,West Bengal,Jhargram,721136,1,0
08-12-2025,West Bengal,Jhargram,721507,2,1
08-12-2025,West Bengal,Koch Bihar,735301,0,1
08-12-2025,West Bengal,Koch Bihar,736159,5,6
08-12-2025,West Bengal,Koch Bihar,736170,0,1
08-12-2025,West Bengal,Koch Bihar,736172,0,2
08-12-2025,West Bengal,Koch Bihar,736176,1,1
08-12-2025,West Bengal,Kolkata,700013,2,3
08-12-2025,West Bengal,Kolkata,700028,0,2
08-12-2025,West Bengal,Kolkata,700041,3,3
08-12-2025,West Bengal,Kolkata,700043,0,2
08-12-2025,West Bengal,Kolkata,700050,0,1
08-12-2025,West Bengal,Kolkata,700053,2,6
08-12-2025,West Bengal,Kolkata,700071,1,2
08-12-2025,West Bengal,Kolkata,700075,4,2
08-12-2025,West Bengal,Kolkata,700079,0,1
08-12-2025,West Bengal,Kolkata,700093,1,1
08-12-2025,West Bengal,Kolkata,700094,1,4
08-12-2025,West Bengal,Kolkata,700104,1,4
08-12-2025,West Bengal,Malda,732128,1,8
08-12-2025,West Bengal,Malda,732139,8,17
08-12-2025,West Bengal,Malda,732140,6,14
08-12-2025,West Bengal,Malda,732143,0,1
08-12-2025,West Bengal,Malda,732210,8,7
08-12-2025,West Bengal,Maldah,732121,0,1
08-12-2025,West Bengal,Maldah,732127,0,1
08-12-2025,West Bengal,Maldah,732141,0,1
08-12-2025,West Bengal,Maldah,732205,0,7
08-12-2025,West Bengal,Maldah,732207,3,5
08-12-2025,West Bengal,Murshidabad,742101,2,3
08-12-2025,West Bengal,Murshidabad,742109,0,1
08-12-2025,West Bengal,Murshidabad,742139,1,0
08-12-2025,West Bengal,Murshidabad,742157,5,5
08-12-2025,West Bengal,Murshidabad,742168,3,0
08-12-2025,West Bengal,Murshidabad,742177,1,0
08-12-2025,West Bengal,Murshidabad,742182,3,2
08-12-2025,West Bengal,Murshidabad,742187,7,14
08-12-2025,West Bengal,Murshidabad,742189,9,11
08-12-2025,West Bengal,Murshidabad,742226,6,7
08-12-2025,West Bengal,Murshidabad,742301,2,21
08-12-2025,West Bengal,Murshidabad,742308,7,22
08-12-2025,West Bengal,Nadia,741140,2,3
08-12-2025,West Bengal,Nadia,741151,1,3
08-12-2025,West Bengal,Nadia,741155,2,1
08-12-2025,West Bengal,Nadia,741162,1,3
08-12-2025,West Bengal,Nadia,741167,3,1
08-12-2025,West Bengal,Nadia,741202,4,4
08-12-2025,West Bengal,Nadia,741252,1,0
08-12-2025,West Bengal,Nadia,741254,1,1
08-12-2025,West Bengal,Nadia,741255,4,6
08-12-2025,West Bengal,Nadia,741404,2,6
08-12-2025,West Bengal,Nadia,741504,0,2
08-12-2025,West Bengal,Nadia,741505,3,1
08-12-2025,West Bengal,Nadia,741506,3,4
08-12-2025,West Bengal,North 24 Parganas,700030,1,0
08-12-2025,West Bengal,North 24 Parganas,700050,1,1
08-12-2025,West Bengal,North 24 Parganas,700055,5,4
08-12-2025,West Bengal,North 24 Parganas,700057,0,1
08-12-2025,West Bengal,North 24 Parganas,700076,1,1
08-12-2025,West Bengal,North 24 Parganas,700089,1,1
08-12-2025,West Bengal,North 24 Parganas,700098,0,4
08-12-2025,West Bengal,North 24 Parganas,700105,2,3
08-12-2025,West Bengal,North 24 Parganas,700112,2,2
08-12-2025,West Bengal,North 24 Parganas,700122,4,5
08-12-2025,West Bengal,North 24 Parganas,700123,0,2
08-12-2025,West Bengal,North 24 Parganas,700126,7,2
08-12-2025,West Bengal,North 24 Parganas,700129,4,1
08-12-2025,West Bengal,North 24 Parganas,700132,2,2
08-12-2025,West Bengal,North 24 Parganas,700159,2,3
08-12-2025,West Bengal,North 24 Parganas,700161,3,1
08-12-2025,West Bengal,North 24 Parganas,743133,4,7
08-12-2025,West Bengal,North 24 Parganas,743135,1,5
08-12-2025,West Bengal,North 24 Parganas,743165,1,3
08-12-2025,West Bengal,North 24 Parganas,743245,6,6
08-12-2025,West Bengal,North 24 Parganas,743263,11,11
08-12-2025,West Bengal,North 24 Parganas,743272,2,2
08-12-2025,West Bengal,North 24 Parganas,743287,4,7
08-12-2025,West Bengal,North 24 Parganas,743297,1,3
08-12-2025,West Bengal,North 24 Parganas,743422,21,20
08-12-2025,West Bengal,North 24 Parganas,743425,19,22
08-12-2025,West Bengal,North 24 Parganas,743426,5,7
08-12-2025,West Bengal,North 24 Parganas,743611,0,1
08-12-2025,West Bengal,North 24 Parganas,743710,2,1
08-12-2025,West Bengal,North Dinajpur,733123,0,1
08-12-2025,West Bengal,North Dinajpur,733128,0,1
08-12-2025,West Bengal,North Dinajpur,733156,0,1
08-12-2025,West Bengal,North Twenty Four Parganas,700120,1,0
08-12-2025,West Bengal,North Twenty Four Parganas,700121,1,4
08-12-2025,West Bengal,North Twenty Four Parganas,700127,0,1
08-12-2025,West Bengal,North Twenty Four Parganas,700128,0,2
08-12-2025,West Bengal,North Twenty Four Parganas,700129,1,4
08-12-2025,West Bengal,North Twenty Four Parganas,743127,0,1
08-12-2025,West Bengal,North Twenty Four Parganas,743235,0,1
08-12-2025,West Bengal,North Twenty Four Parganas,743249,1,1
08-12-2025,West Bengal,North Twenty Four Parganas,743329,0,1
08-12-2025,West Bengal,Paschim Bardhaman,713301,1,1
08-12-2025,West Bengal,Paschim Bardhaman,713302,1,0
08-12-2025,West Bengal,Paschim Bardhaman,713334,2,0
08-12-2025,West Bengal,Paschim Bardhaman,713337,1,0
08-12-2025,West Bengal,Paschim Bardhaman,713343,1,2
08-12-2025,West Bengal,Paschim Bardhaman,713403,1,0
08-12-2025,West Bengal,Paschim Medinipur,721125,5,6
08-12-2025,West Bengal,Paschim Medinipur,721127,7,13
08-12-2025,West Bengal,Paschim Medinipur,721147,5,5
08-12-2025,West Bengal,Paschim Medinipur,721148,0,1
08-12-2025,West Bengal,Paschim Medinipur,721149,8,2
08-12-2025,West Bengal,Paschim Medinipur,721161,2,0
08-12-2025,West Bengal,Paschim Medinipur,721165,1,1
08-12-2025,West Bengal,Paschim Medinipur,721242,1,0
08-12-2025,West Bengal,Paschim Medinipur,721426,4,5
08-12-2025,West Bengal,Paschim Medinipur,721504,5,3
08-12-2025,West Bengal,Paschim Medinipur,721506,9,6
08-12-2025,West Bengal,Paschim Medinipur,721514,2,1
08-12-2025,West Bengal,Paschim Medinipur,721518,0,1
08-12-2025,West Bengal,Purba Bardhaman,713101,1,0
08-12-2025,West Bengal,Purba Bardhaman,713102,0,1
08-12-2025,West Bengal,Purba Bardhaman,713104,1,0
08-12-2025,West Bengal,Purba Bardhaman,713130,1,2
08-12-2025,West Bengal,Purba Bardhaman,713145,1,1
08-12-2025,West Bengal,Purba Bardhaman,713149,1,0
08-12-2025,West Bengal,Purba Bardhaman,713407,0,1
08-12-2025,West Bengal,Purba Bardhaman,713502,0,1
08-12-2025,West Bengal,Purba Medinipur,721151,14,13
08-12-2025,West Bengal,Purba Medinipur,721420,0,1
08-12-2025,West Bengal,Purba Medinipur,721422,3,1
08-12-2025,West Bengal,Purba Medinipur,721425,5,5
08-12-2025,West Bengal,Purba Medinipur,721449,2,1
08-12-2025,West Bengal,Purba Medinipur,721603,2,4
08-12-2025,West Bengal,Purba Medinipur,721626,1,2
08-12-2025,West Bengal,Purba Medinipur,721636,3,11
08-12-2025,West Bengal,Purba Medinipur,721642,0,1
08-12-2025,West Bengal,Purba Medinipur,721655,2,4
08-12-2025,West Bengal,Purba Medinipur,721666,1,0
08-12-2025,West Bengal,Purulia,723103,0,1
08-12-2025,West Bengal,Purulia,723127,0,2
08-12-2025,West Bengal,Puruliya,723128,3,8
08-12-2025,West Bengal,Puruliya,723133,5,8
08-12-2025,West Bengal,Puruliya,723144,0,1
08-12-2025,West Bengal,Puruliya,723145,2,10
08-12-2025,West Bengal,Puruliya,723148,1,5
08-12-2025,West Bengal,Puruliya,723156,0,1
08-12-2025,West Bengal,Puruliya,723160,0,1
08-12-2025,West Bengal,South 24 Parganas,700063,4,4
08-12-2025,West Bengal,South 24 Parganas,700099,1,3
08-12-2025,West Bengal,South 24 Parganas,700137,16,13
08-12-2025,West Bengal,South 24 Parganas,700141,1,6
08-12-2025,West Bengal,South 24 Parganas,700147,0,3
08-12-2025,West Bengal,South 24 Parganas,700152,3,2
08-12-2025,West Bengal,South 24 Parganas,700153,0,1
08-12-2025,West Bengal,South 24 Parganas,743349,20,37
08-12-2025,West Bengal,South 24 Parganas,743372,18,15
08-12-2025,West Bengal,South 24 Parganas,743383,4,21
08-12-2025,West Bengal,South 24 Parganas,743399,7,21
08-12-2025,West Bengal,South 24 Parganas,743502,7,15
08-12-2025,West Bengal,South 24 Parganas,743606,0,1
08-12-2025,West Bengal,South 24 Parganas,743609,4,6
08-12-2025,West Bengal,South 24 Parganas,743610,5,9
08-12-2025,West Bengal,South 24 Parganas,743611,1,3
08-12-2025,West Bengal,South Dinajpur,733121,0,4
08-12-2025,West Bengal,South Dinajpur,733142,0,2
08-12-2025,West Bengal,South Twenty Four Parganas,700103,1,1
08-12-2025,West Bengal,South Twenty Four Parganas,700140,0,1
08-12-2025,West Bengal,South Twenty Four Parganas,700141,0,1
08-12-2025,West Bengal,South Twenty Four Parganas,700150,0,2
08-12-2025,West Bengal,South Twenty Four Parganas,743329,0,5
08-12-2025,West Bengal,South Twenty Four Parganas,743354,0,1
08-12-2025,West Bengal,South Twenty Four Parganas,743356,0,1
08-12-2025,West Bengal,South Twenty Four Parganas,743373,1,17
08-12-2025,West Bengal,South Twenty Four Parganas,743374,1,4
08-12-2025,West Bengal,South Twenty Four Parganas,743377,0,2
08-12-2025,West Bengal,South Twenty Four Parganas,743390,0,1
08-12-2025,West Bengal,Uttar Dinajpur,733143,2,6
08-12-2025,West Bengal,Uttar Dinajpur,733215,7,16
08-12-2025,West Bengal,West Midnapore,721102,0,7
08-12-2025,West Bengal,West Midnapore,721131,0,1
08-12-2025,West Bengal,West Midnapore,721517,2,2
08-12-2025,West bengal,hooghly,712415,0,2
08-12-2025,Assam,Jorhat,785683,2,1
08-12-2025,Assam,Kamrup,781006,1,0
08-12-2025,Assam,Kamrup,781013,1,0
08-12-2025,Assam,Kamrup,781014,0,1
08-12-2025,Assam,Kamrup,781031,1,1
08-12-2025,Assam,Kamrup,781101,2,6
08-12-2025,Assam,Kamrup,781127,7,5
08-12-2025,Assam,Kamrup,781132,3,1
08-12-2025,Assam,Kamrup,781141,2,2
08-12-2025,Assam,Kamrup,781381,5,3
08-12-2025,Assam,Kamrup Metro,781004,0,1
08-12-2025,Assam,Kamrup Metro,781007,1,0
08-12-2025,Assam,Kamrup Metro,781008,0,1
08-12-2025,Assam,Kamrup Metro,781011,4,2
08-12-2025,Assam,Kamrup Metro,781020,2,0
08-12-2025,Assam,Kamrup Metro,781025,2,1
08-12-2025,Assam,Kamrup Metro,781029,1,2
08-12-2025,Assam,Kamrup Metro,781035,2,1
08-12-2025,Assam,Kamrup Metro,781150,3,5
08-12-2025,Assam,Kamrup Metro,782402,5,5
08-12-2025,Assam,Karbi Anglong,782124,0,1
08-12-2025,Assam,Karbi Anglong,782136,1,1
08-12-2025,Assam,Karimganj,788152,8,6
08-12-2025,Assam,Karimganj,788701,14,6
08-12-2025,Assam,Karimganj,788709,13,7
08-12-2025,Assam,Karimganj,788737,14,5
08-12-2025,Assam,Karimganj,788806,35,4
08-12-2025,Assam,Kokrajhar,783335,1,0
08-12-2025,Assam,Kokrajhar,783350,6,4
08-12-2025,Assam,Lakhimpur,784162,1,2
08-12-2025,Assam,Lakhimpur,784165,1,0
08-12-2025,Assam,Lakhimpur,787001,2,0
08-12-2025,Assam,Lakhimpur,787031,24,6
08-12-2025,Assam,Lakhimpur,787052,20,6
08-12-2025,Assam,Lakhimpur,787054,42,11
08-12-2025,Assam,Lakhimpur,787058,0,2
08-12-2025,Assam,Majuli,785102,0,1
08-12-2025,Assam,Marigaon,782104,10,3
08-12-2025,Assam,Marigaon,782126,14,24
08-12-2025,Assam,Nagaon,782137,2,4
08-12-2025,Assam,Nagaon,782425,5,17
08-12-2025,Assam,Nagaon,782427,6,10
08-12-2025,Assam,Nagaon,782440,1,8
08-12-2025,Assam,Nagaon,782446,4,6
08-12-2025,Assam,Nagaon,782447,0,1
08-12-2025,Assam,Nalbari,781306,0,1
08-12-2025,Assam,Nalbari,781355,0,1
08-12-2025,Assam,Nalbari,781370,1,1
08-12-2025,Assam,Nalbari,781378,2,1
08-12-2025,Assam,Sibsagar,785670,0,1
08-12-2025,Assam,Sibsagar,785680,6,3
08-12-2025,Assam,Sibsagar,785683,1,0
