date,state,district,pincode,demo_age_5_17,demo_age_17_
01-11-2025,Punjab,Ludhiana,141002,1,16
01-11-2025,Punjab,Ludhiana,141003,5,88
01-11-2025,Punjab,Ludhiana,141007,6,96
01-11-2025,Punjab,Ludhiana,141108,0,5
01-11-2025,Punjab,Ludhiana,141109,0,14
01-11-2025,Punjab,Ludhiana,141120,2,14
01-11-2025,Punjab,Ludhiana,141125,0,1
01-11-2025,Punjab,Ludhiana,141204,0,4
01-11-2025,Punjab,Ludhiana,141415,0,3
01-11-2025,Punjab,Ludhiana,141421,0,8
01-11-2025,Punjab,Ludhiana,141422,0,2
01-11-2025,Punjab,Ludhiana,142025,0,6
01-11-2025,Punjab,Ludhiana,142027,1,8
01-11-2025,Punjab,Ludhiana,142030,1,0
01-11-2025,Punjab,Ludhiana,142033,0,9
01-11-2025,Punjab,Ludhiana,142035,0,5
01-11-2025,Punjab,Moga,142041,0,5
01-11-2025,Punjab,Muktsar,152031,0,6
01-11-2025,Punjab,Muktsar,152101,0,12
01-11-2025,Punjab,Muktsar,152107,0,14
01-11-2025,Punjab,Muktsar,152112,0,4
01-11-2025,Punjab,Nawanshahr,144505,0,2
01-11-2025,Punjab,Nawanshahr,144507,0,4
01-11-2025,Punjab,Pathankot,145025,0,17
01-11-2025,Punjab,Pathankot,145027,0,10
01-11-2025,Punjab,Patiala,140417,0,14
01-11-2025,Punjab,Patiala,140701,2,10
01-11-2025,Punjab,Patiala,147001,5,131
01-11-2025,Punjab,Patiala,147021,3,12
01-11-2025,Punjab,Patiala,147101,1,54
01-11-2025,Punjab,Patiala,147104,0,3
01-11-2025,Punjab,Patiala,147105,0,31
01-11-2025,Punjab,Rupnagar,140101,0,6
01-11-2025,Punjab,Rupnagar,140102,0,2
01-11-2025,Punjab,Rupnagar,140108,0,6
01-11-2025,Punjab,Rupnagar,140117,0,4
01-11-2025,Punjab,Rupnagar,140119,2,2
01-11-2025,Punjab,Rupnagar,140133,1,2
01-11-2025,Punjab,Rupnagar,140603,0,0
01-11-2025,Punjab,S.A.S Nagar(Mohali),140103,0,1
01-11-2025,Punjab,S.A.S Nagar(Mohali),140110,0,1
01-11-2025,Punjab,S.A.S Nagar(Mohali),140301,0,8
01-11-2025,Punjab,SAS Nagar (Mohali),140103,1,6
01-11-2025,Punjab,SAS Nagar (Mohali),140109,0,2
01-11-2025,Punjab,SAS Nagar (Mohali),140306,1,13
01-11-2025,Punjab,SAS Nagar (Mohali),140307,2,18
01-11-2025,Punjab,SAS Nagar (Mohali),140401,0,1
01-11-2025,Punjab,SAS Nagar (Mohali),160062,1,19
01-11-2025,Punjab,Sangrur,148022,0,2
01-11-2025,Punjab,Sangrur,148023,1,21
01-11-2025,Punjab,Sangrur,148025,2,9
01-11-2025,Punjab,Sangrur,148028,1,29
01-11-2025,Punjab,Sangrur,148034,0,5
01-11-2025,Punjab,Sangrur,148106,1,9
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144417,0,2
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144502,0,3
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144511,0,1
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144515,0,3
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144516,0,3
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144524,0,1
01-11-2025,Punjab,Shaheed Bhagat Singh Nagar,144533,0,1
01-11-2025,Punjab,Sri Muktsar Sahib,151212,0,7
01-11-2025,Punjab,Sri Muktsar Sahib,152107,4,17
01-11-2025,Punjab,Tarn Taran,143105,0,4
01-11-2025,Punjab,Tarn Taran,143117,0,11
01-11-2025,Punjab,Tarn Taran,143118,1,3
01-11-2025,Punjab,Tarn Taran,143301,3,11
01-11-2025,Punjab,Tarn Taran,143303,0,7
01-11-2025,Punjab,Tarn Taran,143406,0,2
01-11-2025,Punjab,Tarn Taran,143411,1,5
01-11-2025,Rajasthan,Ajmer,305001,8,94
01-11-2025,Rajasthan,Ajmer,305003,0,7
01-11-2025,Rajasthan,Ajmer,305007,0,2
01-11-2025,Rajasthan,Ajmer,305021,0,5
01-11-2025,Rajasthan,Ajmer,305405,0,8
01-11-2025,Rajasthan,Ajmer,305621,1,11
01-11-2025,Rajasthan,Ajmer,305816,0,2
01-11-2025,Rajasthan,Ajmer,305819,0,1
01-11-2025,Rajasthan,Alwar,301025,3,27
01-11-2025,Rajasthan,Alwar,301401,1,7
01-11-2025,Rajasthan,Alwar,301405,1,20
01-11-2025,Rajasthan,Alwar,301411,3,17
01-11-2025,Rajasthan,Alwar,301702,2,9
01-11-2025,Rajasthan,Alwar,301713,1,5
01-11-2025,Rajasthan,Alwar,321633,0,9
01-11-2025,Rajasthan,Banswara,327021,2,36
01-11-2025,Rajasthan,Banswara,327023,7,54
01-11-2025,Rajasthan,Banswara,327024,1,7
01-11-2025,Rajasthan,Banswara,327025,2,25
01-11-2025,Rajasthan,Banswara,327027,0,37
01-11-2025,Rajasthan,Banswara,327608,0,9
01-11-2025,Rajasthan,Barmer,344012,2,4
01-11-2025,Rajasthan,Barmer,344034,0,12
01-11-2025,Rajasthan,Barmer,344701,0,9
01-11-2025,Rajasthan,Bharatpur,321026,2,3
01-11-2025,Rajasthan,Bharatpur,321302,5,8
01-11-2025,Rajasthan,Bharatpur,321407,0,4
01-11-2025,Rajasthan,Bhilwara,311030,2,10
01-11-2025,Rajasthan,Bhilwara,311202,1,9
01-11-2025,Rajasthan,Bhilwara,311204,3,11
01-11-2025,Rajasthan,Bhilwara,311301,3,37
01-11-2025,Rajasthan,Bhilwara,311401,2,21
01-11-2025,Rajasthan,Bhilwara,311605,0,9
01-11-2025,Rajasthan,Bhilwara,311805,3,5
01-11-2025,Rajasthan,Bikaner,334001,9,79
01-11-2025,Rajasthan,Bikaner,334021,0,10
01-11-2025,Rajasthan,Bikaner,334023,1,15
01-11-2025,Rajasthan,Bikaner,334601,1,3
01-11-2025,Rajasthan,Bikaner,334802,4,21
01-11-2025,Rajasthan,Bundi,323023,1,7
01-11-2025,Rajasthan,Bundi,323614,0,1
01-11-2025,Rajasthan,Chittaurgarh,312201,0,1
01-11-2025,Rajasthan,Chittaurgarh,312901,0,5
01-11-2025,Rajasthan,Chittaurgarh,323307,0,5
01-11-2025,Rajasthan,Chittorgarh,312023,3,31
01-11-2025,Rajasthan,Chittorgarh,312027,0,9
01-11-2025,Rajasthan,Chittorgarh,312404,0,8
01-11-2025,Rajasthan,Chittorgarh,312602,0,4
01-11-2025,Rajasthan,Chittorgarh,323306,0,4
01-11-2025,Rajasthan,Churu,331001,3,29
01-11-2025,Rajasthan,Churu,331305,0,5
01-11-2025,Rajasthan,Churu,331402,1,5
01-11-2025,Rajasthan,Churu,331503,1,4
01-11-2025,Rajasthan,Churu,331504,2,6
01-11-2025,Rajasthan,Churu,331517,2,11
01-11-2025,Rajasthan,Dausa,303302,0,1
01-11-2025,Rajasthan,Dausa,303325,2,5
01-11-2025,Rajasthan,Dausa,303326,2,5
01-11-2025,Rajasthan,Dausa,303509,1,8
01-11-2025,Rajasthan,Dausa,322240,2,14
01-11-2025,Rajasthan,Deeg,321201,0,1
01-11-2025,Rajasthan,Deeg ,321203,0,5
01-11-2025,Rajasthan,Dholpur,328023,4,18
01-11-2025,Rajasthan,Dholpur,328025,3,29
01-11-2025,Rajasthan,Dungarpur,314023,1,8
01-11-2025,Rajasthan,Dungarpur,314027,1,16
01-11-2025,Rajasthan,Dungarpur,314032,0,23
01-11-2025,Rajasthan,Dungarpur,314035,3,22
01-11-2025,Rajasthan,Dungarpur,314038,0,20
01-11-2025,Rajasthan,Dungarpur,314402,5,19
01-11-2025,Rajasthan,Dungarpur,314404,1,16
01-11-2025,Rajasthan,Ganganagar,335025,1,10
01-11-2025,Rajasthan,Ganganagar,335702,2,3
01-11-2025,Rajasthan,Ganganagar,335803,0,1
01-11-2025,Rajasthan,Hanumangarh,335064,0,3
01-11-2025,Rajasthan,Hanumangarh,335065,0,4
01-11-2025,Rajasthan,Hanumangarh,335502,0,7
01-11-2025,Rajasthan,Hanumangarh,335513,1,12
01-11-2025,Rajasthan,Hanumangarh,335524,5,41
01-11-2025,Rajasthan,Hanumangarh,335526,3,16
01-11-2025,Rajasthan,Hanumangarh,335803,1,14
01-11-2025,Rajasthan,Jaipur,302004,0,39
01-11-2025,Rajasthan,Jaipur,302012,13,131
01-11-2025,Rajasthan,Jaipur,302019,2,19
01-11-2025,Rajasthan,Jaipur,302031,2,33
01-11-2025,Rajasthan,Jaipur,302034,2,15
01-11-2025,Rajasthan,Jaipur,303001,1,8
01-11-2025,Rajasthan,Jaipur,303002,0,9
01-11-2025,Rajasthan,Jaipur,303003,0,5
01-11-2025,Rajasthan,Jaipur,303102,0,8
01-11-2025,Rajasthan,Jaipur,303103,4,11
01-11-2025,Rajasthan,Jaipur,303108,3,18
01-11-2025,Rajasthan,Jaipur,303109,1,10
01-11-2025,Rajasthan,Jaipur,303119,0,13
01-11-2025,Rajasthan,Jaipur,303120,3,11
01-11-2025,Rajasthan,Jaipur,303338,1,10
01-11-2025,Rajasthan,Jaipur,303348,0,6
01-11-2025,Rajasthan,Jaipur,303801,1,7
01-11-2025,Rajasthan,Jaisalmer,345023,0,7
01-11-2025,Rajasthan,Jaisalmer,345033,0,5
01-11-2025,Rajasthan,Jalor,307029,1,20
01-11-2025,Rajasthan,Jalor,307515,0,3
01-11-2025,Rajasthan,Jalor,343022,2,20
01-11-2025,Rajasthan,Jalor,343025,0,10
01-11-2025,Rajasthan,Jalor,343040,6,63
01-11-2025,Rajasthan,Jalore,343040,1,1
01-11-2025,Rajasthan,Jhalawar,326023,5,25
01-11-2025,Rajasthan,Jhalawar,326033,4,24
01-11-2025,Rajasthan,Jhalawar,326039,2,16
01-11-2025,Rajasthan,Jhalawar,326502,1,26
01-11-2025,Rajasthan,Jhunjhunu,331027,0,1
01-11-2025,Rajasthan,Jhunjhunu,333001,0,1
01-11-2025,Rajasthan,Jhunjhunu,333029,0,2
01-11-2025,Rajasthan,Jhunjhunu,333031,0,6
01-11-2025,Rajasthan,Jhunjhunun,333001,3,37
01-11-2025,Rajasthan,Jhunjhunun,333021,0,2
01-11-2025,Rajasthan,Jhunjhunun,333025,3,3
01-11-2025,Rajasthan,Jhunjhunun,333028,0,6
01-11-2025,Rajasthan,Jhunjhunun,333029,0,6
01-11-2025,Rajasthan,Jhunjhunun,333030,0,2
01-11-2025,Rajasthan,Jhunjhunun,333801,0,2
01-11-2025,Rajasthan,Jodhpur,342008,0,26
01-11-2025,Rajasthan,Jodhpur,342301,3,23
01-11-2025,Rajasthan,Jodhpur,342302,1,16
01-11-2025,Rajasthan,Jodhpur,342304,0,8
01-11-2025,Rajasthan,Jodhpur,342312,4,14
01-11-2025,Rajasthan,Jodhpur,342601,1,14
01-11-2025,Rajasthan,Karauli,321610,0,7
01-11-2025,Rajasthan,Karauli,322234,3,11
01-11-2025,Rajasthan,Kota,324002,1,21
01-11-2025,Rajasthan,Kota,324004,1,13
01-11-2025,Rajasthan,Kota,324009,1,21
01-11-2025,Rajasthan,Kota,326520,0,5
01-11-2025,Rajasthan,Nagaur,341024,3,16
01-11-2025,Rajasthan,Nagaur,341027,0,4
01-11-2025,Rajasthan,Nagaur,341029,0,2
01-11-2025,Rajasthan,Nagaur,341302,2,7
01-11-2025,Rajasthan,Nagaur,341305,0,7
01-11-2025,Rajasthan,Nagaur,341505,2,19
01-11-2025,Rajasthan,Nagaur,341506,0,2
01-11-2025,Rajasthan,Nagaur,341510,1,21
01-11-2025,Rajasthan,Nagaur,341514,2,11
01-11-2025,Rajasthan,Nagaur,341516,0,4
01-11-2025,Rajasthan,Pali,306104,1,11
01-11-2025,Rajasthan,Pali,306126,3,9
01-11-2025,Rajasthan,Pali,306302,1,12
01-11-2025,Rajasthan,Pali,306304,1,9
01-11-2025,Rajasthan,Pali,306502,4,8
01-11-2025,Rajasthan,Pali,306504,2,41
01-11-2025,Rajasthan,Pali,306602,0,2
01-11-2025,Rajasthan,Pali,306603,0,3
01-11-2025,Rajasthan,Pali,306702,1,4
01-11-2025,Rajasthan,Pratapgarh,312615,1,37
01-11-2025,Rajasthan,Pratapgarh,312623,1,13
01-11-2025,Rajasthan,Pratapgarh,313605,5,45
01-11-2025,Rajasthan,Pratapgarh,313611,2,40
01-11-2025,Rajasthan,Rajsamand,305921,2,24
01-11-2025,Rajasthan,Rajsamand,313202,0,5
01-11-2025,Rajasthan,Rajsamand,313207,0,5
01-11-2025,Rajasthan,Rajsamand,313333,0,11
01-11-2025,Rajasthan,Rajsamand,313342,0,1
01-11-2025,Rajasthan,Sawai Madhopur,322025,2,17
01-11-2025,Rajasthan,Sawai Madhopur,322214,4,13
01-11-2025,Rajasthan,Sikar,332027,2,14
01-11-2025,Rajasthan,Sikar,332028,1,5
01-11-2025,Rajasthan,Sikar,332041,0,4
01-11-2025,Rajasthan,Sikar,332301,1,29
01-11-2025,Rajasthan,Sikar,332303,0,6
01-11-2025,Rajasthan,Sikar,332304,0,5
01-11-2025,Rajasthan,Sikar,332305,0,1
01-11-2025,Rajasthan,Sikar,332317,0,5
01-11-2025,Rajasthan,Sikar,332601,2,4
01-11-2025,Rajasthan,Sikar,332705,0,4
01-11-2025,Rajasthan,Sikar,332706,0,7
01-11-2025,Rajasthan,Sikar,332714,0,6
01-11-2025,Rajasthan,Sirohi,307027,2,12
01-11-2025,Rajasthan,Sirohi,307513,1,16
01-11-2025,Rajasthan,Sirohi,307801,1,18
01-11-2025,Rajasthan,Tonk,304021,0,30
01-11-2025,Rajasthan,Tonk,304802,3,28
01-11-2025,Rajasthan,Udaipur,313003,1,8
01-11-2025,Rajasthan,Udaipur,313022,2,7
01-11-2025,Rajasthan,Udaipur,313038,5,32
01-11-2025,Rajasthan,Udaipur,313202,0,2
01-11-2025,Rajasthan,Udaipur,313702,1,33
01-11-2025,Rajasthan,Udaipur,313703,1,19
01-11-2025,Rajasthan,Udaipur,313704,2,34
01-11-2025,Rajasthan,Udaipur,313803,5,35
01-11-2025,Rajasthan,Udaipur,313903,1,17
01-11-2025,Sikkim,East,737101,0,4
01-11-2025,Sikkim,East Sikkim,737102,0,3
01-11-2025,Sikkim,East Sikkim,737133,0,1
01-11-2025,Sikkim,North,737116,0,1
01-11-2025,Sikkim,North Sikkim,737116,0,4
01-11-2025,Sikkim,South,737126,0,5
01-11-2025,Sikkim,South,737134,0,6
01-11-2025,Sikkim,South Sikkim,737134,0,2
01-11-2025,Sikkim,South Sikkim,737139,0,3
01-11-2025,Sikkim,West,737121,1,4
01-11-2025,Sikkim,West Sikkim,737113,0,5
01-11-2025,Tamil Nadu,Ariyalur,621705,2,1
01-11-2025,Tamil Nadu,Ariyalur,621710,1,3
01-11-2025,Tamil Nadu,Ariyalur,621801,1,3
01-11-2025,Tamil Nadu,Ariyalur,621806,1,3
01-11-2025,Tamil Nadu,Chengalpattu,600073,1,7
01-11-2025,Tamil Nadu,Chengalpattu,600126,5,20
01-11-2025,Tamil Nadu,Chengalpattu,603110,0,2
01-11-2025,Tamil Nadu,Chengalpattu,603401,0,2
01-11-2025,Tamil Nadu,Chennai,600002,2,15
01-11-2025,Tamil Nadu,Chennai,600003,1,4
01-11-2025,Tamil Nadu,Chennai,600006,0,4
01-11-2025,Tamil Nadu,Chennai,600007,0,17
01-11-2025,Tamil Nadu,Chennai,600015,9,28
01-11-2025,Tamil Nadu,Chennai,600020,2,17
01-11-2025,Tamil Nadu,Chennai,600023,4,24
01-11-2025,Tamil Nadu,Chennai,600025,0,1
01-11-2025,Tamil Nadu,Chennai,600029,1,14
01-11-2025,Tamil Nadu,Chennai,600035,0,6
01-11-2025,Tamil Nadu,Chennai,600040,3,17
01-11-2025,Tamil Nadu,Chennai,600041,9,29
01-11-2025,Tamil Nadu,Chennai,600053,0,2
01-11-2025,Tamil Nadu,Chennai,600057,0,2
01-11-2025,Tamil Nadu,Chennai,600058,0,3
01-11-2025,Tamil Nadu,Chennai,600097,2,15
01-11-2025,Tamil Nadu,Chennai,600099,1,20
01-11-2025,Tamil Nadu,Chennai,600108,0,1
01-11-2025,Tamil Nadu,Chennai,600114,0,2
01-11-2025,Tamil Nadu,Coimbatore,641001,4,40
01-11-2025,Tamil Nadu,Coimbatore,641002,1,3
01-11-2025,Tamil Nadu,Coimbatore,641003,0,1
01-11-2025,Tamil Nadu,Coimbatore,641006,6,37
01-11-2025,Tamil Nadu,Coimbatore,641020,1,13
01-11-2025,Tamil Nadu,Coimbatore,641026,0,16
01-11-2025,Tamil Nadu,Coimbatore,641027,3,21
01-11-2025,Tamil Nadu,Coimbatore,641033,1,5
01-11-2025,Tamil Nadu,Coimbatore,641037,2,8
01-11-2025,Tamil Nadu,Coimbatore,641039,0,6
01-11-2025,Tamil Nadu,Coimbatore,641045,1,19
01-11-2025,Tamil Nadu,Coimbatore,641101,0,3
01-11-2025,Tamil Nadu,Coimbatore,641109,0,8
01-11-2025,Tamil Nadu,Coimbatore,641114,2,1
01-11-2025,Tamil Nadu,Coimbatore,641202,0,4
01-11-2025,Tamil Nadu,Coimbatore,641653,5,14
01-11-2025,Tamil Nadu,Coimbatore,642004,2,8
01-11-2025,Tamil Nadu,Coimbatore,642005,0,11
01-11-2025,Tamil Nadu,Coimbatore,642007,2,9
01-11-2025,Tamil Nadu,Coimbatore,642101,0,2
01-11-2025,Tamil Nadu,Coimbatore,642107,4,7
01-11-2025,Tamil Nadu,Coimbatore,642109,0,9
01-11-2025,Tamil Nadu,Coimbatore,642120,2,11
01-11-2025,Tamil Nadu,Coimbatore,642125,0,1
01-11-2025,Tamil Nadu,Cuddalore,606003,5,6
01-11-2025,Tamil Nadu,Cuddalore,606110,3,18
01-11-2025,Tamil Nadu,Cuddalore,606301,1,2
01-11-2025,Tamil Nadu,Cuddalore,607001,6,19
01-11-2025,Tamil Nadu,Cuddalore,607002,3,17
01-11-2025,Tamil Nadu,Cuddalore,607106,9,37
01-11-2025,Tamil Nadu,Cuddalore,607205,1,4
01-11-2025,Tamil Nadu,Cuddalore,607401,5,7
01-11-2025,Tamil Nadu,Cuddalore,607801,1,10
01-11-2025,Tamil Nadu,Cuddalore,607803,1,6
01-11-2025,Tamil Nadu,Cuddalore,607804,1,10
01-11-2025,Tamil Nadu,Cuddalore,608201,4,5
01-11-2025,Tamil Nadu,Cuddalore,608302,3,12
01-11-2025,Tamil Nadu,Cuddalore,608602,3,10
01-11-2025,Tamil Nadu,Dharmapuri,635111,2,19
01-11-2025,Tamil Nadu,Dharmapuri,636352,1,2
01-11-2025,Tamil Nadu,Dharmapuri,636803,2,15
01-11-2025,Tamil Nadu,Dharmapuri,636805,2,9
01-11-2025,Tamil Nadu,Dharmapuri,636903,6,26
01-11-2025,Tamil Nadu,Dharmapuri,636905,2,21
01-11-2025,Tamil Nadu,Dindigul,624202,4,19
01-11-2025,Tamil Nadu,Dindigul,624204,2,8
01-11-2025,Tamil Nadu,Dindigul,624208,1,5
01-11-2025,Tamil Nadu,Dindigul,624215,1,1
01-11-2025,Tamil Nadu,Dindigul,624307,0,6
01-11-2025,Tamil Nadu,Dindigul,624403,0,6
01-11-2025,Tamil Nadu,Dindigul,624614,2,7
01-11-2025,Tamil Nadu,Dindigul,624704,0,3
01-11-2025,Tamil Nadu,Dindigul,624706,0,10
01-11-2025,Tamil Nadu,Erode,638005,2,13
01-11-2025,Tamil Nadu,Erode,638054,0,5
01-11-2025,Tamil Nadu,Erode,638103,0,2
01-11-2025,Tamil Nadu,Erode,638109,4,13
01-11-2025,Tamil Nadu,Erode,638301,2,14
01-11-2025,Tamil Nadu,Erode,638401,5,29
01-11-2025,Tamil Nadu,Erode,638451,2,7
01-11-2025,Tamil Nadu,Erode,638454,6,9
01-11-2025,Tamil Nadu,Erode,638455,4,15
01-11-2025,Tamil Nadu,Erode,638501,9,28
01-11-2025,Tamil Nadu,Erode,638503,1,15
01-11-2025,Tamil Nadu,Erode,638505,2,8
01-11-2025,Tamil Nadu,Erode,638506,7,11
01-11-2025,Tamil Nadu,Erode,641302,1,4
01-11-2025,Tamil Nadu,Kallakurichi,605801,0,1
01-11-2025,Tamil Nadu,Kallakurichi,606206,3,4
01-11-2025,Tamil Nadu,Kallakurichi,606208,0,1
01-11-2025,Tamil Nadu,Kallakurichi,606301,3,5
01-11-2025,Tamil Nadu,Kallakurichi,606305,1,3
01-11-2025,Tamil Nadu,Kancheepuram,600047,0,2
01-11-2025,Tamil Nadu,Kancheepuram,600064,0,8
01-11-2025,Tamil Nadu,Kancheepuram,600089,0,2
01-11-2025,Tamil Nadu,Kancheepuram,600096,4,11
01-11-2025,Tamil Nadu,Kancheepuram,600097,3,17
01-11-2025,Tamil Nadu,Kancheepuram,600114,2,4
01-11-2025,Tamil Nadu,Kancheepuram,600119,1,9
01-11-2025,Tamil Nadu,Kancheepuram,600132,1,0
01-11-2025,Tamil Nadu,Kancheepuram,602106,2,13
01-11-2025,Tamil Nadu,Kancheepuram,602109,0,1
01-11-2025,Tamil Nadu,Kancheepuram,603102,6,22
01-11-2025,Tamil Nadu,Kancheepuram,603103,2,15
01-11-2025,Tamil Nadu,Kancheepuram,603107,3,11
01-11-2025,Tamil Nadu,Kancheepuram,603109,1,5
01-11-2025,Tamil Nadu,Kancheepuram,603127,0,3
01-11-2025,Tamil Nadu,Kancheepuram,603204,4,10
01-11-2025,Tamil Nadu,Kancheepuram,603304,1,1
01-11-2025,Tamil Nadu,Kancheepuram,603306,2,7
01-11-2025,Tamil Nadu,Kancheepuram,603312,2,7
01-11-2025,Tamil Nadu,Kancheepuram,603406,3,9
01-11-2025,Tamil Nadu,Kancheepuram,631501,7,27
01-11-2025,Tamil Nadu,Kanniyakumari,629102,0,1
01-11-2025,Tamil Nadu,Kanniyakumari,629152,1,9
01-11-2025,Tamil Nadu,Kanniyakumari,629153,0,6
01-11-2025,Tamil Nadu,Kanniyakumari,629158,3,0
01-11-2025,Tamil Nadu,Kanniyakumari,629159,1,4
01-11-2025,Tamil Nadu,Kanniyakumari,629160,1,6
01-11-2025,Tamil Nadu,Kanniyakumari,629162,0,2
01-11-2025,Tamil Nadu,Kanniyakumari,629166,4,14
01-11-2025,Tamil Nadu,Kanniyakumari,629172,1,0
01-11-2025,Tamil Nadu,Kanniyakumari,629180,0,5
01-11-2025,Tamil Nadu,Kanniyakumari,629202,0,2
01-11-2025,Tamil Nadu,Kanniyakumari,629701,0,3
01-11-2025,Tamil Nadu,Kanniyakumari,629702,2,9
01-11-2025,Tamil Nadu,Kanniyakumari,629809,0,3
01-11-2025,Tamil Nadu,Kanniyakumari,629852,0,5
01-11-2025,Tamil Nadu,Kanniyakumari,629901,2,3
01-11-2025,Tamil Nadu,Kanyakumari,629002,3,6
01-11-2025,Tamil Nadu,Kanyakumari,629159,0,1
01-11-2025,Tamil Nadu,Kanyakumari,629160,0,6
01-11-2025,Tamil Nadu,Kanyakumari,629164,1,2
01-11-2025,Tamil Nadu,Kanyakumari,629165,0,2
01-11-2025,Tamil Nadu,Kanyakumari,629173,0,2
01-11-2025,Tamil Nadu,Kanyakumari,629193,0,2
01-11-2025,Tamil Nadu,Kanyakumari,629204,1,0
01-11-2025,Tamil Nadu,Kanyakumari,629302,3,2
01-11-2025,Tamil Nadu,Kanyakumari,629703,2,1
01-11-2025,Tamil Nadu,Kanyakumari,629802,0,5
01-11-2025,Tamil Nadu,Kanyakumari,629851,3,2
01-11-2025,Tamil Nadu,Kanyakumari,629901,0,3
01-11-2025,Tamil Nadu,Karur,621311,1,3
