date,state,district,pincode,demo_age_5_17,demo_age_17_
16-12-2025,Maharashtra,Aurangabad,431121,0,32
16-12-2025,Maharashtra,Aurangabad,431137,0,8
16-12-2025,Maharashtra,Aurangabad,431151,1,13
16-12-2025,Maharashtra,Beed,431122,12,130
16-12-2025,Maharashtra,Beed,431123,6,50
16-12-2025,Maharashtra,Beed,431127,4,46
16-12-2025,Maharashtra,Beed,431130,5,24
16-12-2025,Maharashtra,Beed,431515,0,34
16-12-2025,Maharashtra,Beed,431519,0,6
16-12-2025,Maharashtra,Bhandara,441104,0,1
16-12-2025,Maharashtra,Bhandara,441802,0,40
16-12-2025,Maharashtra,Bhandara,441803,0,28
16-12-2025,Maharashtra,Bhandara,441804,1,14
16-12-2025,Maharashtra,Bhandara,441905,1,10
16-12-2025,Maharashtra,Bhandara,441907,0,5
16-12-2025,Maharashtra,Bhandara,441924,0,4
16-12-2025,Maharashtra,Bid,414203,0,2
16-12-2025,Maharashtra,Bid,431123,0,2
16-12-2025,Maharashtra,Bid,431127,0,2
16-12-2025,Maharashtra,Bid,431515,0,7
16-12-2025,Maharashtra,Bid,431518,0,1
16-12-2025,Maharashtra,Bid,431523,0,10
16-12-2025,Maharashtra,Buldana,443001,1,15
16-12-2025,Maharashtra,Buldana,443203,0,7
16-12-2025,Maharashtra,Buldhana,443102,0,11
16-12-2025,Maharashtra,Buldhana,443401,0,7
16-12-2025,Maharashtra,Buldhana,444204,0,9
16-12-2025,Maharashtra,Buldhana,444303,1,48
16-12-2025,Maharashtra,Buldhana,444304,1,1
16-12-2025,Maharashtra,Chandrapur,441205,0,17
16-12-2025,Maharashtra,Chandrapur,441228,0,4
16-12-2025,Maharashtra,Chandrapur,442503,2,3
16-12-2025,Maharashtra,Chandrapur,442507,0,1
16-12-2025,Maharashtra,Chandrapur,442904,0,5
16-12-2025,Maharashtra,Chandrapur,442908,2,43
16-12-2025,Maharashtra,Chatrapati Sambhaji Nagar,431001,4,17
16-12-2025,Maharashtra,Chhatrapati Sambhajinagar,423703,0,2
16-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431008,0,5
16-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431010,2,0
16-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431115,0,1
16-12-2025,Maharashtra,Chhatrapati Sambhajinagar,431148,0,2
16-12-2025,Maharashtra,Dharashiv,413503,0,1
16-12-2025,Maharashtra,Dhule,424307,1,18
16-12-2025,Maharashtra,Dhule,425406,2,15
16-12-2025,Maharashtra,Dhule,425427,1,11
16-12-2025,Maharashtra,Gadchiroli,441217,2,20
16-12-2025,Maharashtra,Gadchiroli,442605,1,15
16-12-2025,Maharashtra,Gondia,441701,0,1
16-12-2025,Maharashtra,Gondia,441807,0,3
16-12-2025,Maharashtra,Gondiya *,441614,0,3
16-12-2025,Maharashtra,Hingoli,431509,0,10
16-12-2025,Maharashtra,Hingoli,431511,0,6
16-12-2025,Maharashtra,Hingoli,431512,6,86
16-12-2025,Maharashtra,Hingoli,431513,4,97
16-12-2025,Maharashtra,Jalgaon,424104,0,5
16-12-2025,Maharashtra,Jalgaon,424105,3,18
16-12-2025,Maharashtra,Jalgaon,424106,2,21
16-12-2025,Maharashtra,Jalgaon,424107,1,6
16-12-2025,Maharashtra,Jalgaon,424202,2,5
16-12-2025,Maharashtra,Jalgaon,424209,0,4
16-12-2025,Maharashtra,Jalgaon,425104,0,8
16-12-2025,Maharashtra,Jalgaon,425107,1,51
16-12-2025,Maharashtra,Jalgaon,425113,0,3
16-12-2025,Maharashtra,Jalgaon,425115,3,21
16-12-2025,Maharashtra,Jalgaon,425306,4,18
16-12-2025,Maharashtra,Jalgaon,425307,1,2
16-12-2025,Maharashtra,Jalgaon,425310,0,27
16-12-2025,Maharashtra,Jalgaon,425503,2,18
16-12-2025,Maharashtra,Jalgaon,425505,0,2
16-12-2025,Maharashtra,Jalgaon,425508,2,4
16-12-2025,Uttar Pradesh,Bara Banki,225403,1,24
16-12-2025,Uttar Pradesh,Bara Banki,225415,3,54
16-12-2025,Uttar Pradesh,Bara Banki,225416,5,22
16-12-2025,Uttar Pradesh,Bareilly,243006,1,41
16-12-2025,Uttar Pradesh,Bareilly,243402,2,31
16-12-2025,Uttar Pradesh,Bareilly,243501,8,35
16-12-2025,Uttar Pradesh,Bareilly,243503,17,166
16-12-2025,Uttar Pradesh,Bareilly,243506,3,42
16-12-2025,Uttar Pradesh,Basti,272124,7,28
16-12-2025,Uttar Pradesh,Basti,272127,1,12
16-12-2025,Uttar Pradesh,Basti,272129,4,20
16-12-2025,Uttar Pradesh,Basti,272151,7,28
16-12-2025,Uttar Pradesh,Basti,272161,0,16
16-12-2025,Uttar Pradesh,Basti,272162,0,2
16-12-2025,Uttar Pradesh,Basti,272177,1,6
16-12-2025,Uttar Pradesh,Basti,272301,4,58
16-12-2025,Uttar Pradesh,Bhadohi,221406,2,1
16-12-2025,Uttar Pradesh,Bijnor,246725,7,122
16-12-2025,Uttar Pradesh,Bijnor,246728,2,14
16-12-2025,Uttar Pradesh,Bijnor,246737,1,3
16-12-2025,Uttar Pradesh,Bijnor,246765,1,5
16-12-2025,Uttar Pradesh,Budaun,202525,1,42
16-12-2025,Uttar Pradesh,Budaun,243630,1,43
16-12-2025,Uttar Pradesh,Budaun,243633,12,114
16-12-2025,Uttar Pradesh,Budaun,243641,4,67
16-12-2025,Uttar Pradesh,Budaun,243723,0,13
16-12-2025,Uttar Pradesh,Bulandshahar,202392,0,1
16-12-2025,Uttar Pradesh,Bulandshahr,202393,10,69
16-12-2025,Uttar Pradesh,Bulandshahr,202396,3,29
16-12-2025,Uttar Pradesh,Bulandshahr,203002,2,12
16-12-2025,Uttar Pradesh,Bulandshahr,203129,6,19
16-12-2025,Uttar Pradesh,Bulandshahr,203131,19,160
16-12-2025,Uttar Pradesh,Bulandshahr,203132,3,30
16-12-2025,Uttar Pradesh,Bulandshahr,203141,1,13
16-12-2025,Uttar Pradesh,Bulandshahr,203395,1,2
16-12-2025,Uttar Pradesh,Bulandshahr,203403,0,1
16-12-2025,Uttar Pradesh,Chandauli,221009,3,10
16-12-2025,Uttar Pradesh,Chandauli,232118,0,38
16-12-2025,Uttar Pradesh,Chitrakoot,210206,4,62
16-12-2025,Uttar Pradesh,Chitrakoot,210207,5,57
16-12-2025,Uttar Pradesh,Deoria,274404,8,48
16-12-2025,Uttar Pradesh,Deoria,274408,4,43
16-12-2025,Uttar Pradesh,Deoria,274502,4,40
16-12-2025,Uttar Pradesh,Deoria,274701,10,47
16-12-2025,Uttar Pradesh,Deoria,274705,3,15
16-12-2025,Uttar Pradesh,Etah,207125,2,13
16-12-2025,Uttar Pradesh,Etah,207243,1,1
16-12-2025,Uttar Pradesh,Etah,207244,3,14
16-12-2025,Uttar Pradesh,Etah,207247,9,73
16-12-2025,Uttar Pradesh,Etawah,206121,1,0
16-12-2025,Uttar Pradesh,Etawah,206125,0,24
16-12-2025,Uttar Pradesh,Etawah,206127,3,22
16-12-2025,Uttar Pradesh,Etawah,206130,3,12
16-12-2025,Uttar Pradesh,Faizabad,224121,2,23
16-12-2025,Uttar Pradesh,Faizabad,224132,0,6
16-12-2025,Uttar Pradesh,Faizabad,224141,3,16
16-12-2025,Uttar Pradesh,Faizabad,224172,1,7
16-12-2025,Uttar Pradesh,Faizabad,224188,4,21
16-12-2025,Uttar Pradesh,Faizabad,224202,1,15
16-12-2025,Uttar Pradesh,Faizabad,225411,3,44
16-12-2025,Uttar Pradesh,Farrukhabad,207502,5,64
16-12-2025,Uttar Pradesh,Farrukhabad,207505,1,44
16-12-2025,Uttar Pradesh,Farrukhabad,209501,2,5
16-12-2025,Uttar Pradesh,Farrukhabad,209503,0,3
16-12-2025,Uttar Pradesh,Farrukhabad,209505,1,6
16-12-2025,Uttar Pradesh,Farrukhabad,209601,6,71
16-12-2025,Uttar Pradesh,Fatehpur,212654,0,14
16-12-2025,Uttar Pradesh,Fatehpur,212661,1,36
16-12-2025,Uttar Pradesh,Firozabad,205130,2,28
16-12-2025,Uttar Pradesh,Firozabad,205141,3,35
16-12-2025,Uttar Pradesh,Firozabad,205147,4,20
16-12-2025,Uttar Pradesh,Firozabad,205152,3,46
16-12-2025,Uttar Pradesh,Firozabad,205261,0,4
16-12-2025,Uttar Pradesh,Firozabad,215126,4,26
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201304,5,57
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201306,7,90
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201310,4,50
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203135,4,38
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203155,3,22
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203201,2,30
16-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203203,1,9
16-12-2025,Uttar Pradesh,Ghaziabad,201007,2,29
16-12-2025,Uttar Pradesh,Ghaziabad,201014,15,72
16-12-2025,Uttar Pradesh,Ghaziabad,245201,3,10
16-12-2025,Uttar Pradesh,Ghaziabad,245304,4,88
16-12-2025,Uttar Pradesh,Ghazipur,232327,0,19
16-12-2025,Uttar Pradesh,Ghazipur,232330,0,2
16-12-2025,Uttar Pradesh,Ghazipur,233223,0,18
16-12-2025,Uttar Pradesh,Ghazipur,233232,4,11
16-12-2025,Uttar Pradesh,Ghazipur,233306,0,21
16-12-2025,Uttar Pradesh,Ghazipur,275203,3,39
16-12-2025,Uttar Pradesh,Gonda,271125,5,15
16-12-2025,Uttar Pradesh,Gonda,271126,2,15
16-12-2025,Uttar Pradesh,Gonda,271313,0,20
16-12-2025,Uttar Pradesh,Gonda,271402,2,19
16-12-2025,Uttar Pradesh,Gonda,271502,6,50
16-12-2025,Uttar Pradesh,Gonda,271503,3,41
16-12-2025,Uttar Pradesh,Gorakhpur,273006,1,4
16-12-2025,Uttar Pradesh,Gorakhpur,273007,7,53
16-12-2025,Uttar Pradesh,Gorakhpur,273009,1,1
16-12-2025,Uttar Pradesh,Gorakhpur,273016,2,54
16-12-2025,Uttar Pradesh,Gorakhpur,273402,6,68
16-12-2025,Uttar Pradesh,Gorakhpur,273407,6,37
16-12-2025,Uttar Pradesh,Gorakhpur,273408,0,42
16-12-2025,Uttar Pradesh,Gorakhpur,273411,5,24
16-12-2025,Uttar Pradesh,Gorakhpur,273412,3,45
16-12-2025,Uttar Pradesh,Hamirpur,210431,3,72
16-12-2025,Uttar Pradesh,Hamirpur,210504,0,7
16-12-2025,Uttar Pradesh,Hamirpur,210505,4,37
16-12-2025,Uttar Pradesh,Hapur,201102,0,1
16-12-2025,Uttar Pradesh,Hapur,245201,1,6
16-12-2025,Uttar Pradesh,Hapur,245205,6,66
16-12-2025,Uttar Pradesh,Hardoi,241122,3,25
16-12-2025,Uttar Pradesh,Hardoi,241123,2,60
16-12-2025,Uttar Pradesh,Hardoi,241126,2,32
16-12-2025,Uttar Pradesh,Hardoi,241202,2,33
16-12-2025,Uttar Pradesh,Hathras,202139,2,8
16-12-2025,Uttar Pradesh,Hathras,204214,3,39
16-12-2025,Uttar Pradesh,Hathras,281302,4,32
16-12-2025,Uttar Pradesh,Hathras,281306,9,68
16-12-2025,Uttar Pradesh,Jalaun,285001,6,136
16-12-2025,Uttar Pradesh,Jalaun,285128,0,3
16-12-2025,Uttar Pradesh,Jalaun,285202,3,20
16-12-2025,Uttar Pradesh,Jalaun,285223,1,20
16-12-2025,Uttar Pradesh,Jaunpur,222107,0,2
16-12-2025,Uttar Pradesh,Jaunpur,222108,0,5
16-12-2025,Uttar Pradesh,Jaunpur,222112,0,5
16-12-2025,Uttar Pradesh,Jaunpur,222128,0,19
16-12-2025,Uttar Pradesh,Jaunpur,222131,3,20
16-12-2025,Uttar Pradesh,Jaunpur,222139,6,77
16-12-2025,Uttar Pradesh,Jaunpur,222180,2,30
16-12-2025,Uttar Pradesh,Jhansi,284001,5,51
16-12-2025,Uttar Pradesh,Jhansi,284201,1,18
16-12-2025,Uttar Pradesh,Jhansi,284203,3,27
16-12-2025,Uttar Pradesh,Jhansi,284205,5,63
16-12-2025,Uttar Pradesh,Jhansi,284302,1,10
16-12-2025,Uttar Pradesh,Jhansi,284303,4,37
16-12-2025,Uttar Pradesh,Jhansi,284305,0,1
16-12-2025,Uttar Pradesh,Jhansi,284306,2,15
16-12-2025,Uttar Pradesh,Jhansi,284419,2,22
16-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,244222,0,6
16-12-2025,Uttar Pradesh,Kannauj,209721,10,72
16-12-2025,Uttar Pradesh,Kannauj,209726,0,13
16-12-2025,Uttar Pradesh,Kannauj,209729,5,12
16-12-2025,Uttar Pradesh,Kanpur Dehat,209111,2,40
16-12-2025,Uttar Pradesh,Kanpur Nagar,208014,3,47
16-12-2025,Uttar Pradesh,Kanpur Nagar,208025,1,22
16-12-2025,Uttar Pradesh,Kanpur Nagar,209206,7,81
16-12-2025,Uttar Pradesh,Kanpur Nagar,209214,2,37
16-12-2025,Uttar Pradesh,Kanpur Nagar,209401,4,33
16-12-2025,Uttar Pradesh,Kasganj,207123,11,80
16-12-2025,Uttar Pradesh,Kasganj,207243,7,60
16-12-2025,Uttar Pradesh,Kaushambi,211011,0,1
16-12-2025,Uttar Pradesh,Kaushambi,212203,4,25
16-12-2025,Uttar Pradesh,Kaushambi,212216,13,73
16-12-2025,Uttar Pradesh,Kheri,262803,1,18
16-12-2025,Uttar Pradesh,Kheri,262902,8,96
16-12-2025,Uttar Pradesh,Kheri,271855,0,2
16-12-2025,Uttar Pradesh,Kushinagar,274306,6,67
16-12-2025,Uttar Pradesh,Kushinagar,274408,0,3
16-12-2025,Uttar Pradesh,Kushinagar,274802,8,93
16-12-2025,Uttar Pradesh,Lalitpur,284124,2,31
16-12-2025,Uttar Pradesh,Lalitpur,284402,2,20
16-12-2025,Uttar Pradesh,Lucknow,226002,6,96
16-12-2025,Uttar Pradesh,Lucknow,226003,16,347
16-12-2025,Uttar Pradesh,Lucknow,226018,3,46
16-12-2025,Uttar Pradesh,Lucknow,226022,2,37
16-12-2025,Uttar Pradesh,Lucknow,226025,1,20
16-12-2025,Uttar Pradesh,Lucknow,226029,5,20
16-12-2025,Uttar Pradesh,Lucknow,226101,2,49
16-12-2025,Uttar Pradesh,Lucknow,227111,2,38
16-12-2025,Uttar Pradesh,Lucknow,227125,3,42
16-12-2025,Uttar Pradesh,Maharajganj,273157,4,55
16-12-2025,Uttar Pradesh,Maharajganj,273163,6,62
16-12-2025,Uttar Pradesh,Maharajganj,273165,1,22
16-12-2025,Uttar Pradesh,Maharajganj,273302,6,47
16-12-2025,Uttar Pradesh,Maharajganj,273303,13,98
16-12-2025,Uttar Pradesh,Mahoba,210421,0,30
16-12-2025,Uttar Pradesh,Mahoba,210423,0,32
16-12-2025,Uttar Pradesh,Mainpuri,205264,4,38
16-12-2025,Uttar Pradesh,Mainpuri,205301,0,1
16-12-2025,Uttar Pradesh,Mathura,281122,9,49
16-12-2025,Uttar Pradesh,Mathura,281201,4,25
16-12-2025,Uttar Pradesh,Mathura,281206,3,19
16-12-2025,Uttar Pradesh,Mau,275102,4,26
16-12-2025,Uttar Pradesh,Mau,275306,2,16
16-12-2025,Uttar Pradesh,Mau,275307,2,7
16-12-2025,Uttar Pradesh,Mau,276405,0,23
16-12-2025,Uttar Pradesh,Meerut,250103,2,33
16-12-2025,Uttar Pradesh,Meerut,250205,3,20
16-12-2025,Uttar Pradesh,Meerut,250344,2,32
16-12-2025,Uttar Pradesh,Meerut,250404,5,38
16-12-2025,Uttar Pradesh,Meerut,250501,2,56
16-12-2025,Uttar Pradesh,Mirzapur,231301,2,38
16-12-2025,Uttar Pradesh,Mirzapur,231312,7,33
16-12-2025,Uttar Pradesh,Moradabad,202411,5,98
16-12-2025,Uttar Pradesh,Moradabad,244001,29,510
16-12-2025,Uttar Pradesh,Moradabad,244501,11,117
16-12-2025,Uttar Pradesh,Muzaffarnagar,247776,0,6
16-12-2025,Uttar Pradesh,Muzaffarnagar,251002,3,150
16-12-2025,Uttar Pradesh,Muzaffarnagar,251306,3,30
16-12-2025,Uttar Pradesh,Muzaffarnagar,251316,2,39
16-12-2025,Uttar Pradesh,Muzaffarnagar,251327,1,39
16-12-2025,Uttar Pradesh,Pilibhit,262001,16,219
16-12-2025,Uttar Pradesh,Pilibhit,262202,5,35
16-12-2025,Uttar Pradesh,Pilibhit,262302,0,2
16-12-2025,Uttar Pradesh,Pratapgarh,230125,0,25
16-12-2025,Uttar Pradesh,Pratapgarh,230128,7,38
16-12-2025,Uttar Pradesh,Pratapgarh,230132,2,43
16-12-2025,Uttar Pradesh,Pratapgarh,230135,2,44
16-12-2025,Uttar Pradesh,Pratapgarh,230138,0,18
16-12-2025,Uttar Pradesh,Pratapgarh,230402,6,64
16-12-2025,Uttar Pradesh,Pratapgarh,230405,1,15
16-12-2025,Uttar Pradesh,Pratapgarh,230502,3,17
16-12-2025,Uttar Pradesh,Prayagraj,211001,0,7
16-12-2025,Uttar Pradesh,Prayagraj,211003,1,34
16-12-2025,Uttar Pradesh,Prayagraj,211004,0,3
16-12-2025,Uttar Pradesh,Prayagraj,211010,0,2
16-12-2025,Uttar Pradesh,Prayagraj,211012,3,10
16-12-2025,Uttar Pradesh,Prayagraj,211013,0,3
16-12-2025,Uttar Pradesh,Prayagraj,211016,1,18
16-12-2025,Uttar Pradesh,Prayagraj,212405,0,3
16-12-2025,Uttar Pradesh,Prayagraj,212502,0,9
16-12-2025,Uttar Pradesh,Prayagraj,221502,1,11
16-12-2025,Uttar Pradesh,Prayagraj,221503,3,13
16-12-2025,Uttar Pradesh,Rae Bareli,229201,1,11
16-12-2025,Uttar Pradesh,Rae Bareli,229216,1,10
16-12-2025,Uttar Pradesh,Rae Bareli,229309,1,0
16-12-2025,Uttar Pradesh,Rae Bareli,229311,0,8
16-12-2025,Uttar Pradesh,Rae Bareli,229402,4,26
16-12-2025,Uttar Pradesh,Rae Bareli,229801,0,1
16-12-2025,Uttar Pradesh,Rampur,202411,1,4
16-12-2025,Uttar Pradesh,Rampur,244921,8,121
16-12-2025,Uttar Pradesh,Rampur,244922,8,108
16-12-2025,Uttar Pradesh,Saharanpur,247231,3,51
16-12-2025,Uttar Pradesh,Saharanpur,247232,5,42
16-12-2025,Uttar Pradesh,Saharanpur,247343,3,9
16-12-2025,Uttar Pradesh,Saharanpur,247451,6,88
16-12-2025,Uttar Pradesh,Saharanpur,247551,8,53
16-12-2025,Uttar Pradesh,Saharanpur,247670,0,6
16-12-2025,Uttar Pradesh,Sambhal,202412,13,89
16-12-2025,Uttar Pradesh,Sambhal,244242,1,10
16-12-2025,Uttar Pradesh,Sambhal,244304,9,66
16-12-2025,Uttar Pradesh,Sambhal,244414,0,2
16-12-2025,Uttar Pradesh,Sant Kabir Nagar,272162,7,49
16-12-2025,Uttar Pradesh,Sant Kabir Nagar,272164,4,39
16-12-2025,Uttar Pradesh,Sant Ravidas Nagar,221303,3,41
16-12-2025,Uttar Pradesh,Sant Ravidas Nagar,221306,0,18
16-12-2025,Uttar Pradesh,Sant Ravidas Nagar,221404,11,49
16-12-2025,Uttar Pradesh,Sant Ravidas Nagar,221409,1,11
16-12-2025,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,221303,0,1
16-12-2025,Uttar Pradesh,Shahjahanpur,242042,5,64
16-12-2025,Uttar Pradesh,Shahjahanpur,242405,3,19
16-12-2025,Uttar Pradesh,Shamli,247776,9,138
16-12-2025,Uttar Pradesh,Shrawasti,271821,2,30
16-12-2025,Uttar Pradesh,Shrawasti,271835,1,46
16-12-2025,Uttar Pradesh,Shrawasti,271845,4,79
16-12-2025,Uttar Pradesh,Shrawasti,271865,0,10
16-12-2025,Uttar Pradesh,Siddharthnagar,272195,0,22
16-12-2025,Uttar Pradesh,Siddharthnagar,272204,2,27
16-12-2025,Uttar Pradesh,Sitapur,261131,2,41
16-12-2025,Uttar Pradesh,Sitapur,261135,13,111
16-12-2025,Uttar Pradesh,Sitapur,261141,6,77
16-12-2025,Uttar Pradesh,Sitapur,261202,6,50
16-12-2025,Uttar Pradesh,Sitapur,261204,1,52
16-12-2025,Uttar Pradesh,Sitapur,261205,6,65
16-12-2025,Uttar Pradesh,Sitapur,261206,6,27
16-12-2025,Uttar Pradesh,Sitapur,261301,5,39
16-12-2025,Uttar Pradesh,Sitapur,261404,0,7
16-12-2025,Uttar Pradesh,Sonbhadra,231217,0,17
16-12-2025,Uttar Pradesh,Sonbhadra,231222,0,9
16-12-2025,Uttar Pradesh,Sonbhadra,231223,1,32
16-12-2025,Uttar Pradesh,Sultanpur,227805,5,37
16-12-2025,Uttar Pradesh,Sultanpur,227808,9,64
16-12-2025,Uttar Pradesh,Sultanpur,227817,0,1
16-12-2025,Uttar Pradesh,Sultanpur,228120,1,6
16-12-2025,Uttar Pradesh,Sultanpur,228125,4,22
16-12-2025,Uttar Pradesh,Sultanpur,228131,4,47
16-12-2025,Uttar Pradesh,Sultanpur,228151,3,27
16-12-2025,Uttar Pradesh,Sultanpur,228171,4,40
16-12-2025,Uttar Pradesh,Sultanpur,228172,0,3
16-12-2025,Uttar Pradesh,Unnao,209506,1,19
16-12-2025,Uttar Pradesh,Unnao,209821,5,69
16-12-2025,Uttar Pradesh,Unnao,209867,0,3
16-12-2025,Uttar Pradesh,Unnao,209871,0,3
16-12-2025,Uttar Pradesh,Unnao,241501,7,96
16-12-2025,Uttar Pradesh,Unnao,241504,8,95
16-12-2025,Uttar Pradesh,Varanasi,221011,2,37
16-12-2025,Uttar Pradesh,Varanasi,221103,1,11
16-12-2025,Uttar Pradesh,Varanasi,221105,3,46
16-12-2025,Uttar Pradesh,Varanasi,221108,0,31
16-12-2025,Uttar Pradesh,Varanasi,221111,1,3
16-12-2025,Uttar Pradesh,Varanasi,221116,2,5
16-12-2025,Uttar Pradesh,Varanasi,221206,10,21
16-12-2025,Uttar Pradesh,Varanasi,221305,3,8
16-12-2025,Uttarakhand,Almora,263659,0,2
16-12-2025,Uttarakhand,Almora,263660,0,1
16-12-2025,Uttarakhand,Almora,263661,0,6
16-12-2025,Uttarakhand,Almora,263664,0,2
16-12-2025,Uttarakhand,Bageshwar,263640,0,4
16-12-2025,Uttarakhand,Chamoli,246401,0,5
16-12-2025,Uttarakhand,Chamoli,246435,2,9
16-12-2025,Uttarakhand,Chamoli,246446,0,1
16-12-2025,Uttarakhand,Dehradun,248001,7,139
16-12-2025,Uttarakhand,Dehradun,248005,0,13
16-12-2025,Uttarakhand,Dehradun,248008,2,20
16-12-2025,Uttarakhand,Dehradun,248013,0,5
16-12-2025,Uttarakhand,Dehradun,248165,0,1
16-12-2025,Uttarakhand,Dehradun,248195,0,1
16-12-2025,Uttarakhand,Dehradun,248198,0,22
16-12-2025,Uttarakhand,Dehradun,248199,2,18
16-12-2025,Uttarakhand,Dehradun,249201,2,27
16-12-2025,Uttarakhand,Dehradun,249203,0,3
16-12-2025,Uttarakhand,Garhwal,246128,0,1
16-12-2025,Uttarakhand,Garhwal,246149,0,6
16-12-2025,Uttarakhand,Hardwar,247661,0,1
16-12-2025,Uttarakhand,Hardwar,249404,0,1
16-12-2025,Uttarakhand,Hardwar,249407,0,2
16-12-2025,Uttarakhand,Haridwar,246763,3,10
16-12-2025,Uttarakhand,Haridwar,247665,1,19
16-12-2025,Uttarakhand,Haridwar,247666,2,23
16-12-2025,Uttarakhand,Haridwar,247667,15,150
